structure,HADDOCK-score,correlation
3J96_1.pdb,-7871.9729,0.9253
3J96_10.pdb,-7885.7152,0.926
3J96_11.pdb,-7840.7173,0.9256
3J96_12.pdb,-7821.2192,0.9265
3J96_13.pdb,-7779.5861,0.9261
3J96_14.pdb,-7606.4993,0.9249
3J96_15.pdb,-7335.65904,0.9237
3J96_16.pdb,-7599.3234,0.9249
3J96_17.pdb,-8017.9934,0.9259
3J96_18.pdb,-7698.7664,0.9258
3J96_19.pdb,-7629.3241,0.9247
3J96_2.pdb,-7760.52454,0.9247
3J96_20.pdb,-7408.4218,0.9246
3J96_21.pdb,-7829.8277,0.9257
3J96_22.pdb,-8077.034,0.9265
3J96_23.pdb,-7380.7839,0.924
3J96_24.pdb,-7385.2895,0.9266
3J96_25.pdb,-7741.22678,0.9237
3J96_26.pdb,-7657.352,0.9242
3J96_27.pdb,-7552.506,0.9262
3J96_28.pdb,-7493.1709,0.9265
3J96_29.pdb,-7809.0153,0.9258
3J96_3.pdb,-7818.4512,0.9271
3J96_30.pdb,-8000.4642,0.9255
3J96_31.pdb,-7721.9928,0.9241
3J96_32.pdb,-7674.7395,0.9249
3J96_33.pdb,-7406.1228,0.9217
3J96_34.pdb,-7865.9439,0.9242
3J96_35.pdb,-7894.5807,0.9254
3J96_36.pdb,-7794.7809,0.9275
3J96_37.pdb,-8038.0992,0.9265
3J96_38.pdb,-7694.0457,0.926
3J96_39.pdb,-8005.7524,0.9264
3J96_4.pdb,-8010.9072,0.9271
3J96_40.pdb,-7793.2907,0.9268
3J96_41.pdb,-8027.7602,0.9254
3J96_42.pdb,-8259.0267,0.9257
3J96_43.pdb,-7352.292,0.9259
3J96_44.pdb,-7698.6831,0.9248
3J96_45.pdb,-7555.1878,0.9266
3J96_46.pdb,-7441.2632,0.9256
3J96_47.pdb,-7987.46,0.9262
3J96_48.pdb,-7821.77417,0.9266
3J96_49.pdb,-7348.2914,0.9322
3J96_5.pdb,-7725.0636,0.9259
3J96_50.pdb,-7702.52594,0.9253
3J96_6.pdb,-7678.0835,0.9229
3J96_7.pdb,-7528.6611,0.9261
3J96_8.pdb,-7717.6806,0.9266
3J96_9.pdb,-7923.3204,0.9271
