structure,HADDOCK-score,correlation
6ACG_1.pdb,-2602.697,0.8585
6ACG_10.pdb,-2681.035,0.8588
6ACG_11.pdb,-2490.701,0.8634
6ACG_12.pdb,-2542.454,0.8598
6ACG_13.pdb,-2247.859,0.8595
6ACG_14.pdb,-2467.655,0.8594
6ACG_15.pdb,-2483.896,0.8579
6ACG_16.pdb,-2495.143,0.8593
6ACG_17.pdb,-2708.295,0.8594
6ACG_18.pdb,-2537.67,0.8602
6ACG_19.pdb,-2651.118,0.8609
6ACG_2.pdb,-2418.426,0.8589
6ACG_20.pdb,-2363.36,0.8592
6ACG_21.pdb,-2523.282,0.8612
6ACG_22.pdb,-2595.976,0.8594
6ACG_23.pdb,-2182.641,0.8592
6ACG_24.pdb,-2290.382,0.8598
6ACG_25.pdb,-2303.996,0.8603
6ACG_26.pdb,-2417.82,0.8596
6ACG_27.pdb,-2370.919,0.861
6ACG_28.pdb,-2429.161,0.8597
6ACG_29.pdb,-2507.168,0.86
6ACG_3.pdb,-2482.592,0.8581
6ACG_30.pdb,-2502.621,0.8597
6ACG_31.pdb,-2591.334,0.8598
6ACG_32.pdb,-2550.739,0.8602
6ACG_33.pdb,-2442.442,0.8601
6ACG_34.pdb,-2878.186,0.8597
6ACG_35.pdb,-2437.24,0.8591
6ACG_36.pdb,-2584.866,0.8597
6ACG_37.pdb,-2478.044,0.8613
6ACG_38.pdb,-2510.045,0.8578
6ACG_39.pdb,-2484.346,0.8582
6ACG_4.pdb,-2343.102,0.8583
6ACG_40.pdb,-2404.051,0.8585
6ACG_41.pdb,-2558.388,0.8592
6ACG_42.pdb,-2385.264,0.8572
6ACG_43.pdb,-2623.151,0.8599
6ACG_44.pdb,-2316.113,0.8608
6ACG_45.pdb,-2648.046,0.8609
6ACG_46.pdb,-2425.587,0.8599
6ACG_47.pdb,-2378.579,0.8585
6ACG_48.pdb,-2475.093,0.8592
6ACG_49.pdb,-2589.618,0.8586
6ACG_5.pdb,-2491.667,0.8579
6ACG_50.pdb,-2839.566,0.8586
6ACG_6.pdb,-2512.941,0.8583
6ACG_7.pdb,-2399.278,0.8612
6ACG_8.pdb,-2301.338,0.8598
6ACG_9.pdb,-2683.958,0.8597
