structure,HADDOCK-score,correlation
6AHF_1.pdb,-2325.8049,0.8817
6AHF_10.pdb,-2426.9375,0.8842
6AHF_11.pdb,-2459.2819,0.8801
6AHF_12.pdb,-2521.6308,0.8765
6AHF_13.pdb,-2224.7475,0.8791
6AHF_14.pdb,-2680.807,0.877
6AHF_15.pdb,-2389.6611,0.8815
6AHF_16.pdb,-2451.7869,0.8858
6AHF_17.pdb,-2457.1662,0.8842
6AHF_18.pdb,-2473.6394,0.8835
6AHF_19.pdb,-2636.7246,0.8801
6AHF_2.pdb,-2508.6469,0.8796
6AHF_20.pdb,-2428.5256,0.8702
6AHF_21.pdb,-2388.5631,0.8797
6AHF_22.pdb,-2412.1232,0.8752
6AHF_23.pdb,-2137.4045,0.8723
6AHF_24.pdb,-2428.4239,0.8789
6AHF_25.pdb,-2307.2766,0.8758
6AHF_26.pdb,-2462.9498,0.8829
6AHF_27.pdb,-2117.3462,0.8749
6AHF_28.pdb,-2196.7684,0.8757
6AHF_29.pdb,-2502.7461,0.877
6AHF_3.pdb,-2308.5127,0.8823
6AHF_30.pdb,-2442.2392,0.8778
6AHF_31.pdb,-2387.254,0.8854
6AHF_32.pdb,-2462.6907,0.878
6AHF_33.pdb,-2317.5462,0.8702
6AHF_34.pdb,-2562.1965,0.8757
6AHF_35.pdb,-2565.1196,0.873
6AHF_36.pdb,-2447.2969,0.8857
6AHF_37.pdb,-2374.4047,0.8782
6AHF_38.pdb,-2499.0806,0.8768
6AHF_39.pdb,-2383.6582,0.8753
6AHF_4.pdb,-2525.0552,0.8762
6AHF_40.pdb,-2567.8491,0.8809
6AHF_41.pdb,-2490.0044,0.878
6AHF_42.pdb,-2782.5262,0.88
6AHF_43.pdb,-2486.0128,0.8714
6AHF_44.pdb,-2492.9281,0.8888
6AHF_45.pdb,-2431.2197,0.8804
6AHF_46.pdb,-1973.8199,0.8681
6AHF_47.pdb,-2423.2647,0.8738
6AHF_48.pdb,-2310.1559,0.8785
6AHF_49.pdb,-2289.476,0.8783
6AHF_5.pdb,-2407.7904,0.8786
6AHF_50.pdb,-2472.4545,0.883
6AHF_6.pdb,-2328.8107,0.8824
6AHF_7.pdb,-2340.5832,0.8734
6AHF_8.pdb,-2318.4166,0.8798
6AHF_9.pdb,-2423.4221,0.8785
