structure,HADDOCK-score,correlation
3J96_1.pdb,-7750.0817,0.9257
3J96_10.pdb,-7529.6533,0.9258
3J96_11.pdb,-7527.198514,0.9255
3J96_12.pdb,-7518.27606,0.9271
3J96_13.pdb,-7809.6683,0.9272
3J96_14.pdb,-7646.7066,0.9266
3J96_15.pdb,-7634.6026,0.9262
3J96_16.pdb,-7558.2335,0.9262
3J96_17.pdb,-7659.6856,0.9286
3J96_18.pdb,-7827.5486,0.9275
3J96_19.pdb,-7574.2683,0.9277
3J96_2.pdb,-7798.8762,0.9269
3J96_20.pdb,-7560.8098,0.9258
3J96_21.pdb,-7478.2158,0.9255
3J96_22.pdb,-7723.4108,0.9256
3J96_23.pdb,-7585.1719,0.927
3J96_24.pdb,-7292.3807,0.9265
3J96_25.pdb,-7479.6049,0.9251
3J96_26.pdb,-7256.117,0.9272
3J96_27.pdb,-7560.48717,0.927
3J96_28.pdb,-7715.7442,0.9257
3J96_29.pdb,-7748.37011,0.927
3J96_3.pdb,-7635.6305,0.9256
3J96_30.pdb,-7278.42669,0.9242
3J96_31.pdb,-7713.5518,0.9275
3J96_32.pdb,-7787.8202,0.9279
3J96_33.pdb,-7667.9663,0.9271
3J96_34.pdb,-7800.3801,0.9268
3J96_35.pdb,-7701.6026,0.9268
3J96_36.pdb,-7730.3305,0.9264
3J96_37.pdb,-7630.5523,0.9271
3J96_38.pdb,-7530.50959,0.9257
3J96_39.pdb,-7565.77622,0.9274
3J96_4.pdb,-7506.0021,0.9268
3J96_40.pdb,-8016.8365,0.9273
3J96_41.pdb,-7788.809,0.9252
3J96_42.pdb,-6784.5552,0.9208
3J96_43.pdb,-7217.54934,0.9269
3J96_44.pdb,-7821.396,0.9265
3J96_45.pdb,-7592.783,0.9263
3J96_46.pdb,-7428.9045,0.9254
3J96_47.pdb,-7665.1715,0.9279
3J96_48.pdb,-7378.9988,0.9266
3J96_49.pdb,-7698.8173,0.9272
3J96_5.pdb,-7614.8343,0.927
3J96_50.pdb,-7853.5434,0.9275
3J96_6.pdb,-7574.790485,0.9269
3J96_7.pdb,-7612.27038,0.9254
3J96_8.pdb,-7494.3639,0.9257
3J96_9.pdb,-7767.5402,0.9259
