structure,HADDOCK-score,correlation
5WCB_1.pdb,-1899.4607,0.8991
5WCB_10.pdb,-1726.5526,0.8988
5WCB_11.pdb,-1903.0757,0.8985
5WCB_12.pdb,-1796.5996,0.8979
5WCB_13.pdb,-1888.3295,0.8983
5WCB_14.pdb,-2017.8576,0.9001
5WCB_15.pdb,-1810.3682,0.8999
5WCB_16.pdb,-1666.8414,0.8975
5WCB_17.pdb,-1720.2722,0.8973
5WCB_18.pdb,-1837.4687,0.8977
5WCB_19.pdb,-2128.3134,0.8994
5WCB_2.pdb,-1805.7486,0.8987
5WCB_20.pdb,-1740.9259,0.9011
5WCB_21.pdb,-1744.3868,0.8968
5WCB_22.pdb,-1834.9637,0.9
5WCB_23.pdb,-1913.6387,0.8989
5WCB_24.pdb,-2061.4031,0.8988
5WCB_25.pdb,-1716.0107,0.8985
5WCB_26.pdb,-1892.6877,0.9003
5WCB_27.pdb,-1850.8134,0.8949
5WCB_28.pdb,-1823.1335,0.8973
5WCB_29.pdb,-1802.3076,0.8966
5WCB_3.pdb,-1844.7189,0.8958
5WCB_30.pdb,-1835.4674,0.897
5WCB_31.pdb,-1932.1789,0.8998
5WCB_32.pdb,-1959.6822,0.8989
5WCB_33.pdb,-1954.4786,0.9003
5WCB_34.pdb,-1816.4391,0.8965
5WCB_35.pdb,-1907.9274,0.8988
5WCB_36.pdb,-1780.2396,0.8993
5WCB_37.pdb,-1874.6302,0.8995
5WCB_38.pdb,-1735.8083,0.8983
5WCB_39.pdb,-1759.6744,0.8981
5WCB_4.pdb,-1874.3144,0.8949
5WCB_40.pdb,-1960.2865,0.9
5WCB_41.pdb,-1897.8293,0.8999
5WCB_42.pdb,-1890.523,0.8995
5WCB_43.pdb,-1905.1575,0.8973
5WCB_44.pdb,-1746.0475,0.8969
5WCB_45.pdb,-1979.2105,0.8987
5WCB_46.pdb,-1889.3692,0.8977
5WCB_47.pdb,-1890.9346,0.8988
5WCB_48.pdb,-1875.1798,0.8989
5WCB_49.pdb,-1805.5486,0.8968
5WCB_5.pdb,-1745.4788,0.8983
5WCB_50.pdb,-1890.3826,0.8961
5WCB_6.pdb,-1841.8115,0.9008
5WCB_7.pdb,-1846.4794,0.899
5WCB_8.pdb,-1983.1769,0.8981
5WCB_9.pdb,-1853.084,0.8978
