structure,HADDOCK-score,correlation
6C06_10.pdb,,0.8926
6C06_12.pdb,,0.8914
6C06_15.pdb,,0.8859
6C06_17.pdb,,0.8875
6C06_18.pdb,,0.8915
6C06_19.pdb,,0.8893
6C06_2.pdb,,0.8897
6C06_20.pdb,,0.8937
6C06_23.pdb,,0.8863
6C06_24.pdb,,0.8928
6C06_25.pdb,,0.8946
6C06_26.pdb,,0.8938
6C06_27.pdb,,0.8944
6C06_28.pdb,,0.8839
6C06_29.pdb,,0.8924
6C06_3.pdb,,0.8908
6C06_30.pdb,,0.8867
6C06_31.pdb,,0.8908
6C06_32.pdb,,0.8883
6C06_33.pdb,,0.8905
6C06_34.pdb,,0.8911
6C06_37.pdb,,0.8883
6C06_39.pdb,,0.8836
6C06_4.pdb,,0.8911
6C06_41.pdb,,0.891
6C06_43.pdb,,0.8922
6C06_44.pdb,,0.887
6C06_45.pdb,,0.8918
6C06_47.pdb,,0.8905
6C06_48.pdb,,0.8885
6C06_49.pdb,,0.8905
6C06_5.pdb,,0.8887
6C06_6.pdb,,0.887
6C06_8.pdb,,0.8898
