structure,HADDOCK-score,correlation,atomic-clashes
6N8Z_10w.pdb,-2202.5746,0.9298,0
6N8Z_11w.pdb,-2229.913,0.9306,1
6N8Z_12w.pdb,-2286.0928,0.9306,0
6N8Z_13w.pdb,-2233.2287,0.9297,1
6N8Z_14w.pdb,-1988.2378,0.9294,2
6N8Z_15w.pdb,-1977.8687,0.9268,1
6N8Z_16w.pdb,-2198.4932,0.9275,0
6N8Z_17w.pdb,-2061.8947,0.9306,1
6N8Z_18w.pdb,-2046.625,0.9292,0
6N8Z_19w.pdb,-2001.0854,0.9294,0
6N8Z_1w.pdb,-2021.9269,0.931,1
6N8Z_20w.pdb,-2008.3882,0.9293,0
6N8Z_21w.pdb,-2111.6942,0.9287,0
6N8Z_22w.pdb,-2041.2456,0.9284,2
6N8Z_23w.pdb,-2056.8204,0.9311,3
6N8Z_24w.pdb,-2122.1687,0.9298,0
6N8Z_25w.pdb,-2039.9428,0.9315,0
6N8Z_26w.pdb,-2104.1074,0.9316,0
6N8Z_27w.pdb,-2258.774,0.9313,0
6N8Z_28w.pdb,-2006.9648,0.9296,1
6N8Z_29w.pdb,-2144.1027,0.931,1
6N8Z_2w.pdb,-2141.7699,0.9307,0
6N8Z_30w.pdb,-2214.9798,0.93,0
6N8Z_31w.pdb,-1982.8615,0.9295,2
6N8Z_32w.pdb,-2052.7878,0.9301,0
6N8Z_33w.pdb,-2270.3162,0.9306,3
6N8Z_34w.pdb,-2040.189,0.9286,1
6N8Z_35w.pdb,-2145.0456,0.9295,0
6N8Z_36w.pdb,-2243.8241,0.9303,0
6N8Z_37w.pdb,-2175.887,0.9302,0
6N8Z_38w.pdb,-1934.2102,0.9309,0
6N8Z_39w.pdb,-1975.1157,0.9283,0
6N8Z_3w.pdb,-2077.977,0.9314,0
6N8Z_40w.pdb,-2103.5929,0.9299,1
6N8Z_41w.pdb,-2208.2406,0.9307,2
6N8Z_42w.pdb,-2130.35144,0.9266,1
6N8Z_43w.pdb,-2092.9928,0.9308,1
6N8Z_44w.pdb,-2196.5301,0.9293,0
6N8Z_45w.pdb,-2173.9334,0.9307,1
6N8Z_46w.pdb,-2187.7348,0.9292,2
6N8Z_47w.pdb,-2086.2713,0.9308,1
6N8Z_48w.pdb,-2260.5038,0.9281,1
6N8Z_49w.pdb,-2185.8369,0.9307,2
6N8Z_4w.pdb,-2073.9748,0.9284,0
6N8Z_50w.pdb,-2184.2023,0.9303,0
6N8Z_5w.pdb,-2263.1221,0.9307,0
6N8Z_6w.pdb,-2110.5427,0.9289,0
6N8Z_7w.pdb,-2164.7577,0.9298,1
6N8Z_8w.pdb,-2201.7251,0.925,0
6N8Z_9w.pdb,-2230.7591,0.9257,2
