structure,HADDOCK-score,correlation
6ENY_1.pdb,,0.8837
6ENY_10.pdb,,0.8842
6ENY_11.pdb,,0.8227
6ENY_13.pdb,,0.8834
6ENY_14.pdb,,0.8846
6ENY_15.pdb,,0.8809
6ENY_16.pdb,,0.8839
6ENY_17.pdb,,0.8824
6ENY_18.pdb,,0.8847
6ENY_19.pdb,,0.8855
6ENY_2.pdb,,0.8849
6ENY_20.pdb,,0.8853
6ENY_21.pdb,,0.8843
6ENY_22.pdb,,0.8835
6ENY_23.pdb,,0.8834
6ENY_24.pdb,,0.8843
6ENY_25.pdb,,0.8845
6ENY_26.pdb,,0.884
6ENY_27.pdb,,0.8399
6ENY_28.pdb,,0.8839
6ENY_29.pdb,,0.8854
6ENY_3.pdb,,0.8849
6ENY_30.pdb,,0.8828
6ENY_31.pdb,,0.8818
6ENY_32.pdb,,0.8841
6ENY_33.pdb,,0.8824
6ENY_34.pdb,,0.8826
6ENY_35.pdb,,0.8826
6ENY_36.pdb,,0.8839
6ENY_37.pdb,,0.8823
6ENY_39.pdb,,0.8843
6ENY_4.pdb,,0.8839
6ENY_41.pdb,,0.8828
6ENY_42.pdb,,0.8839
6ENY_44.pdb,,0.8846
6ENY_45.pdb,,0.8832
6ENY_46.pdb,,0.8845
6ENY_47.pdb,,0.8838
6ENY_48.pdb,,0.8845
6ENY_49.pdb,,0.8832
6ENY_5.pdb,,0.8848
6ENY_6.pdb,,0.8833
6ENY_7.pdb,,0.8464
6ENY_8.pdb,,0.8832
6ENY_9.pdb,,0.8822
