structure,HADDOCK-score,correlation
6N8Z_1.pdb,-5295.6448,0.9312
6N8Z_10.pdb,-5494.7572,0.9299
6N8Z_11.pdb,-5765.8351,0.9306
6N8Z_12.pdb,-5750.2525,0.9308
6N8Z_13.pdb,-5681.2284,0.9299
6N8Z_14.pdb,-4767.6913,0.9296
6N8Z_15.pdb,-5296.7435,0.927
6N8Z_16.pdb,-5394.5424,0.9274
6N8Z_17.pdb,-5323.4364,0.9309
6N8Z_18.pdb,-5054.0813,0.9293
6N8Z_19.pdb,-5056.2235,0.9294
6N8Z_2.pdb,-5524.9944,0.9309
6N8Z_20.pdb,-4885.4893,0.9294
6N8Z_21.pdb,-5368.9314,0.9289
6N8Z_22.pdb,-5304.1895,0.9285
6N8Z_23.pdb,-5177.8436,0.9314
6N8Z_24.pdb,-5198.1427,0.9299
6N8Z_25.pdb,-5182.2483,0.9317
6N8Z_26.pdb,-5334.3984,0.9317
6N8Z_27.pdb,-5775.6266,0.9312
6N8Z_28.pdb,-5157.6659,0.9297
6N8Z_29.pdb,-5550.548,0.9311
6N8Z_3.pdb,-5255.3019,0.9316
6N8Z_30.pdb,-5829.3148,0.93
6N8Z_31.pdb,-4793.0142,0.9295
6N8Z_32.pdb,-5298.0115,0.9302
6N8Z_33.pdb,-5719.3148,0.9307
6N8Z_34.pdb,-5042.7629,0.9288
6N8Z_35.pdb,-5413.0538,0.9297
6N8Z_36.pdb,-5385.5605,0.9304
6N8Z_37.pdb,-5485.8537,0.9304
6N8Z_38.pdb,-4969.3349,0.9309
6N8Z_39.pdb,-5078.5301,0.9284
6N8Z_4.pdb,-5124.5478,0.9286
6N8Z_40.pdb,-5234.5803,0.9299
6N8Z_41.pdb,-5651.7228,0.9309
6N8Z_42.pdb,-5215.5315,0.9265
6N8Z_43.pdb,-5227.0092,0.9309
6N8Z_44.pdb,-5411.7252,0.9294
6N8Z_45.pdb,-5612.6401,0.9308
6N8Z_46.pdb,-5715.9641,0.9295
6N8Z_47.pdb,-5281.3963,0.931
6N8Z_48.pdb,-5636.5477,0.9284
6N8Z_49.pdb,-5323.0558,0.9308
6N8Z_5.pdb,-5854.5849,0.9308
6N8Z_50.pdb,-5689.1489,0.9304
6N8Z_6.pdb,-5490.1451,0.9288
6N8Z_7.pdb,-5583.4878,0.9299
6N8Z_8.pdb,-5607.3839,0.9251
6N8Z_9.pdb,-5479.3286,0.9257
