structure,HADDOCK-score,atomic-clashes
6AHF_10.pdb,-1496.2126,2
6AHF_11.pdb,-2274.9667,3
6AHF_12.pdb,-2517.7115,4
6AHF_13.pdb,-2431.2407,6
6AHF_14.pdb,-2528.7941,3
6AHF_15.pdb,-2359.5352,1
6AHF_16.pdb,-2250.1413,3
6AHF_17.pdb,-2467.9092,4
6AHF_18.pdb,-2270.1974,2
6AHF_19.pdb,-1496.2126,2
6AHF_1.pdb,-2413.1516,4
6AHF_20.pdb,-2471.0421,1
6AHF_21.pdb,-2278.7166,0
6AHF_22.pdb,-2487.1444,0
6AHF_23.pdb,-1496.2126,2
6AHF_24.pdb,-2360.1933,1
6AHF_25.pdb,-2173.8048,2
6AHF_26.pdb,-2440.5824,7
6AHF_27.pdb,-2529.3395,0
6AHF_28.pdb,-2348.4877,2
6AHF_29.pdb,-1496.2126,2
6AHF_2.pdb,-2291.8912,2
6AHF_30.pdb,-2289.677,2
6AHF_31.pdb,-2365.0264,4
6AHF_32.pdb,-2386.6048,5
6AHF_33.pdb,-2253.5244,4
6AHF_34.pdb,-2466.3096,3
6AHF_35.pdb,-2320.4873,0
6AHF_36.pdb,-2478.8358,1
6AHF_37.pdb,-2221.2065,5
6AHF_38.pdb,-2712.6235,1
6AHF_39.pdb,-2406.2585,1
6AHF_3.pdb,-2231.2133,1
6AHF_40.pdb,-2365.7891,3
6AHF_41.pdb,-2282.6533,2
6AHF_42.pdb,-2469.4406,4
6AHF_43.pdb,-2269.5804,3
6AHF_44.pdb,-1496.2126,2
6AHF_45.pdb,-2387.3977,3
6AHF_46.pdb,-2500.5179,1
6AHF_47.pdb,-2309.5928,0
6AHF_48.pdb,-1496.2126,2
6AHF_49.pdb,-2171.1601,2
6AHF_4.pdb,-2319.8665,4
6AHF_50.pdb,-2468.589,3
6AHF_5.pdb,-2722.7911,3
6AHF_6.pdb,-1496.2126,2
6AHF_7.pdb,-2187.616,1
6AHF_8.pdb,-2242.9981,1
6AHF_9.pdb,-2453.7906,1
