structure,HADDOCK-score,atomic-clashes
6C3P_10.pdb,-3380.6805,2
6C3P_11.pdb,-3436.389,4
6C3P_12.pdb,-3193.437,4
6C3P_13.pdb,-3277.2601,6
6C3P_14.pdb,-3060.2835,5
6C3P_15.pdb,-3235.0679,3
6C3P_16.pdb,-3203.1948,6
6C3P_17.pdb,-3091.6012,4
6C3P_18.pdb,-3337.4257,3
6C3P_19.pdb,-3379.9275,4
6C3P_1.pdb,-3369.2925,4
6C3P_20.pdb,-3491.1374,3
6C3P_21.pdb,-3350.3635,4
6C3P_22.pdb,-3138.5278,5
6C3P_23.pdb,-3327.7472,5
6C3P_24.pdb,-3477.268,5
6C3P_25.pdb,-3698.8786,4
6C3P_26.pdb,-3338.5872,3
6C3P_27.pdb,-2958.5306,3
6C3P_28.pdb,-3000.8425,3
6C3P_29.pdb,-3283.533,4
6C3P_2.pdb,-3420.3568,4
6C3P_30.pdb,-3524.7002,5
6C3P_31.pdb,-3466.4727,5
6C3P_32.pdb,-3190.0827,6
6C3P_33.pdb,-3188.64,5
6C3P_34.pdb,-3601.1313,5
6C3P_35.pdb,-3486.3013,4
6C3P_36.pdb,-3468.6417,3
6C3P_37.pdb,-3362.7091,3
6C3P_38.pdb,-3296.8376,5
6C3P_39.pdb,-3620.4729,6
6C3P_3.pdb,-3544.1969,8
6C3P_40.pdb,-3502.1269,5
6C3P_41.pdb,-3379.2796,5
6C3P_42.pdb,-3469.1345,4
6C3P_43.pdb,-3518.761,4
6C3P_44.pdb,-3020.019,3
6C3P_45.pdb,-3499.9964,3
6C3P_46.pdb,-3192.1981,4
6C3P_47.pdb,-3370.4939,1
6C3P_48.pdb,-3341.0959,6
6C3P_49.pdb,-3480.329,3
6C3P_4.pdb,-3039.5281,5
6C3P_50.pdb,-3444.8001,5
6C3P_5.pdb,-3455.9876,3
6C3P_6.pdb,-3910.5024,6
6C3P_7.pdb,-3446.4489,7
6C3P_8.pdb,-3305.5362,1
6C3P_9.pdb,-3497.5124,7
