structure,HADDOCK-score,correlation
6UC0_1.pdb,-2150.0451,0.9292
6UC0_10.pdb,-2004.2302,0.9255
6UC0_11.pdb,-2314.217,0.9282
6UC0_12.pdb,-2533.1398,0.9284
6UC0_13.pdb,-2474.2381,0.9284
6UC0_14.pdb,-2393.5916,0.9254
6UC0_15.pdb,-2335.3993,0.9263
6UC0_16.pdb,-2354.3627,0.9285
6UC0_17.pdb,-2469.2893,0.9283
6UC0_18.pdb,-2122.4083,0.9286
6UC0_19.pdb,-2269.2545,0.9258
6UC0_2.pdb,-2169.3066,0.9256
6UC0_20.pdb,-2223.9637,0.9256
6UC0_21.pdb,-2330.1924,0.9251
6UC0_22.pdb,-2180.338,0.9252
6UC0_23.pdb,-2240.554,0.9297
6UC0_24.pdb,-2256.9876,0.9268
6UC0_25.pdb,-2259.0767,0.9259
6UC0_26.pdb,-2285.9743,0.927
6UC0_27.pdb,-2215.7164,0.9274
6UC0_28.pdb,-2478.6556,0.924
6UC0_29.pdb,-2547.8815,0.9286
6UC0_3.pdb,-2445.1439,0.9291
6UC0_30.pdb,-2216.5278,0.9262
6UC0_31.pdb,-2327.0692,0.9264
6UC0_32.pdb,-2324.0537,0.9263
6UC0_33.pdb,-2337.4619,0.925
6UC0_34.pdb,-2295.1949,0.9259
6UC0_35.pdb,-2080.6597,0.9249
6UC0_36.pdb,-2537.3728,0.9252
6UC0_37.pdb,-2235.7576,0.9257
6UC0_38.pdb,-2234.9209,0.9264
6UC0_39.pdb,-2160.6655,0.9263
6UC0_4.pdb,-2238.171,0.928
6UC0_40.pdb,-2501.5681,0.9267
6UC0_41.pdb,-2072.1933,0.9269
6UC0_42.pdb,-2081.548,0.926
6UC0_43.pdb,-2266.0573,0.9257
6UC0_44.pdb,-2445.8166,0.9282
6UC0_45.pdb,-2279.817,0.9277
6UC0_46.pdb,-2232.2584,0.9247
6UC0_47.pdb,-2309.1841,0.9266
6UC0_48.pdb,-2081.352,0.9262
6UC0_49.pdb,-2259.6689,0.927
6UC0_5.pdb,-2163.6249,0.9269
6UC0_50.pdb,-2162.6458,0.9249
6UC0_6.pdb,-2373.0483,0.9269
6UC0_7.pdb,-2283.1416,0.9266
6UC0_8.pdb,-2184.2946,0.9273
6UC0_9.pdb,-2108.7194,0.9259
