structure,HADDOCK-score,correlation
6AHF_1.pdb,-2413.1516,0.8821
6AHF_10.pdb,-1496.2126,0.893
6AHF_11.pdb,-2274.9667,0.8807
6AHF_12.pdb,-2517.7115,0.876
6AHF_13.pdb,-2431.2407,0.8723
6AHF_14.pdb,-2528.7941,0.8753
6AHF_15.pdb,-2359.5352,0.8768
6AHF_16.pdb,-2250.1413,0.8652
6AHF_17.pdb,-2467.9092,0.8804
6AHF_18.pdb,-2270.1974,0.8828
6AHF_19.pdb,-1496.2126,0.893
6AHF_2.pdb,-2291.8912,0.8794
6AHF_20.pdb,-2471.0421,0.8765
6AHF_21.pdb,-2278.7166,0.8638
6AHF_22.pdb,-2487.1444,0.8833
6AHF_23.pdb,-1496.2126,0.893
6AHF_24.pdb,-2360.1933,0.8756
6AHF_25.pdb,-2173.8048,0.8647
6AHF_26.pdb,-2440.5824,0.8673
6AHF_27.pdb,-2529.3395,0.8787
6AHF_28.pdb,-2348.4877,0.8747
6AHF_29.pdb,-1496.2126,0.893
6AHF_3.pdb,-2231.2133,0.8796
6AHF_30.pdb,-2289.677,0.8654
6AHF_31.pdb,-2365.0264,0.8801
6AHF_32.pdb,-2386.6048,0.8857
6AHF_33.pdb,-2253.5244,0.8807
6AHF_34.pdb,-2466.3096,0.8839
6AHF_35.pdb,-2320.4873,0.8646
6AHF_36.pdb,-2478.8358,0.8773
6AHF_37.pdb,-2221.2065,0.8844
6AHF_38.pdb,-2712.6235,0.8682
6AHF_39.pdb,-2406.2585,0.8846
6AHF_4.pdb,-2319.8665,0.8781
6AHF_40.pdb,-2365.7891,0.8712
6AHF_41.pdb,-2282.6533,0.8837
6AHF_42.pdb,-2469.4406,0.881
6AHF_43.pdb,-2269.5804,0.8745
6AHF_44.pdb,-1496.2126,0.893
6AHF_45.pdb,-2387.3977,0.8817
6AHF_46.pdb,-2500.5179,0.8792
6AHF_47.pdb,-2309.5928,0.8815
6AHF_48.pdb,-1496.2126,0.893
6AHF_49.pdb,-2171.1601,0.8736
6AHF_5.pdb,-2722.7911,0.8783
6AHF_50.pdb,-2468.589,0.8816
6AHF_6.pdb,-1496.2126,0.893
6AHF_7.pdb,-2187.616,0.8774
6AHF_8.pdb,-2242.9981,0.8841
6AHF_9.pdb,-2453.7906,0.8778
