structure,HADDOCK-score,correlation
6N8Z_1.pdb,-4670.1888,0.9275
6N8Z_10.pdb,-4317.5522,0.9237
6N8Z_11.pdb,-4185.6581,0.9245
6N8Z_12.pdb,-3496.9454,0.9294
6N8Z_13.pdb,-4357.0602,0.9283
6N8Z_14.pdb,-4623.4129,0.9262
6N8Z_15.pdb,-4206.4924,0.926
6N8Z_16.pdb,-4484.384,0.9228
6N8Z_17.pdb,-4190.0697,0.9248
6N8Z_18.pdb,-4538.4274,0.9264
6N8Z_19.pdb,-4503.6114,0.9266
6N8Z_2.pdb,-4738.3447,0.9258
6N8Z_20.pdb,-4144.4887,0.9241
6N8Z_21.pdb,-4139.2442,0.9252
6N8Z_22.pdb,-4010.4026,0.9223
6N8Z_23.pdb,-4458.1768,0.9232
6N8Z_24.pdb,-4274.2075,0.922
6N8Z_25.pdb,-4209.7145,0.9226
6N8Z_26.pdb,-4492.6398,0.9257
6N8Z_27.pdb,-4265.0005,0.9243
6N8Z_28.pdb,-4223.4782,0.9232
6N8Z_29.pdb,-4567.8795,0.9278
6N8Z_3.pdb,-4585.587,0.9263
6N8Z_30.pdb,-4822.3856,0.927
6N8Z_31.pdb,-4237.8037,0.9229
6N8Z_32.pdb,-4954.2832,0.9283
6N8Z_33.pdb,-4509.3635,0.9267
6N8Z_34.pdb,-4280.772,0.9256
6N8Z_35.pdb,-4755.6837,0.9279
6N8Z_36.pdb,-4447.022,0.9255
6N8Z_37.pdb,-4393.0479,0.9266
6N8Z_38.pdb,-4709.6154,0.9246
6N8Z_39.pdb,-4535.1508,0.9275
6N8Z_4.pdb,-4246.1068,0.9252
6N8Z_40.pdb,-4253.0602,0.9232
6N8Z_41.pdb,-4233.1452,0.9243
6N8Z_42.pdb,-3966.967,0.9241
6N8Z_43.pdb,-4472.9907,0.9285
6N8Z_44.pdb,-4318.7702,0.9257
6N8Z_45.pdb,-4404.4148,0.9262
6N8Z_46.pdb,-4301.6615,0.9251
6N8Z_47.pdb,-4512.0205,0.9287
6N8Z_48.pdb,-4558.3493,0.9264
6N8Z_49.pdb,-4531.3179,0.9252
6N8Z_5.pdb,-3496.9454,0.9294
6N8Z_50.pdb,-4473.3525,0.9262
6N8Z_6.pdb,-4325.3031,0.9251
6N8Z_7.pdb,-4399.1147,0.9247
6N8Z_8.pdb,-4094.4836,0.9252
6N8Z_9.pdb,-4579.3941,0.9252
