structure,HADDOCK-score,atomic-clashes
6C3P_1.pdb,-3489.1902,3
6C3P_10.pdb,-3516.3618,5
6C3P_11.pdb,-3640.5263,8
6C3P_12.pdb,-3461.3967,6
6C3P_13.pdb,-3553.366,4
6C3P_14.pdb,-3701.5747,4
6C3P_15.pdb,-3046.0403,10
6C3P_16.pdb,-3573.9399,7
6C3P_17.pdb,-3046.0403,10
6C3P_18.pdb,-3639.655,5
6C3P_19.pdb,-3488.7463,5
6C3P_2.pdb,-3550.6589,4
6C3P_20.pdb,-3579.0466,5
6C3P_21.pdb,-3439.9532,5
6C3P_22.pdb,-3585.6975,3
6C3P_23.pdb,-3685.6585,2
6C3P_24.pdb,-3609.9366,5
6C3P_25.pdb,-3046.0403,10
6C3P_26.pdb,-3584.5988,8
6C3P_27.pdb,-3740.1548,2
6C3P_28.pdb,-3910.0797,9
6C3P_29.pdb,-3572.4763,3
6C3P_3.pdb,-3580.5092,5
6C3P_30.pdb,-3661.7097,6
6C3P_31.pdb,-3584.0847,4
6C3P_32.pdb,-3700.5994,7
6C3P_33.pdb,-3718.0694,7
6C3P_34.pdb,-3671.4133,7
6C3P_35.pdb,-3857.7032,9
6C3P_36.pdb,-3620.2598,5
6C3P_37.pdb,-3761.5649,7
6C3P_38.pdb,-3700.3383,0
6C3P_39.pdb,-3399.4716,5
6C3P_4.pdb,-3615.2977,7
6C3P_40.pdb,-3526.5645,6
6C3P_41.pdb,-3680.2042,5
6C3P_42.pdb,-3416.2491,4
6C3P_43.pdb,-3820.1625,7
6C3P_44.pdb,-3468.1477,1
6C3P_45.pdb,-3538.2358,5
6C3P_46.pdb,-1890.5013,15
6C3P_47.pdb,-3612.559,7
6C3P_48.pdb,-3476.7667,3
6C3P_49.pdb,-3046.0403,10
6C3P_5.pdb,-3456.0073,0
6C3P_50.pdb,-3857.8629,4
6C3P_6.pdb,-3735.3352,5
6C3P_7.pdb,-3497.7266,4
6C3P_8.pdb,-3711.2603,3
6C3P_9.pdb,-3430.5387,4
