structure,HADDOCK-score,correlation
6N1Q_1.pdb,2813.727,0.8911
6N1Q_10.pdb,5226.323,0.8909
6N1Q_11.pdb,4491.1365,0.8914
6N1Q_12.pdb,3134.3922,0.8892
6N1Q_13.pdb,2842.2492,0.8939
6N1Q_14.pdb,4542.4114,0.8998
6N1Q_15.pdb,4640.1038,0.8969
6N1Q_16.pdb,4581.7365,0.8985
6N1Q_17.pdb,4737.3941,0.8919
6N1Q_18.pdb,4583.1115,0.9085
6N1Q_19.pdb,2705.3026,0.9021
6N1Q_2.pdb,4580.0068,0.8929
6N1Q_20.pdb,4542.5571,0.9
6N1Q_21.pdb,4454.8699,0.8986
6N1Q_22.pdb,988.0297,0.8918
6N1Q_23.pdb,4570.2109,0.8919
6N1Q_24.pdb,5085.4667,0.892
6N1Q_25.pdb,1288.4394,0.8957
6N1Q_26.pdb,1271.9677,0.8973
6N1Q_27.pdb,1408.8367,0.8936
6N1Q_28.pdb,4583.1115,0.9085
6N1Q_29.pdb,2945.328,0.8972
6N1Q_3.pdb,3021.465,0.8944
6N1Q_30.pdb,4583.1115,0.9085
6N1Q_31.pdb,3088.7923,0.8949
6N1Q_32.pdb,4583.1115,0.9085
6N1Q_33.pdb,4333.4387,0.8993
6N1Q_34.pdb,4853.4194,0.8911
6N1Q_35.pdb,2802.9154,0.8962
6N1Q_36.pdb,4583.1115,0.9085
6N1Q_37.pdb,4307.8492,0.8965
6N1Q_38.pdb,4729.1139,0.8937
6N1Q_39.pdb,3405.769,0.8887
6N1Q_4.pdb,4554.1799,0.8985
6N1Q_40.pdb,4391.2559,0.8941
6N1Q_41.pdb,4583.1115,0.9085
6N1Q_42.pdb,1120.3493,0.8956
6N1Q_43.pdb,4779.1819,0.89
6N1Q_44.pdb,4379.3083,0.8955
6N1Q_45.pdb,3333.7387,0.8953
6N1Q_46.pdb,4484.9689,0.9012
6N1Q_47.pdb,4978.3829,0.8914
6N1Q_48.pdb,4706.6885,0.8943
6N1Q_49.pdb,4522.69,0.8955
6N1Q_5.pdb,4588.8533,0.8955
6N1Q_50.pdb,4583.1115,0.9085
6N1Q_6.pdb,2969.5597,0.8948
6N1Q_7.pdb,4759.9637,0.8908
6N1Q_8.pdb,4681.9721,0.8934
6N1Q_9.pdb,5001.6386,0.8875
