structure,HADDOCK-score,correlation
6ACG_1.pdb,-2207.053,0.8576
6ACG_10.pdb,-2078.975,0.8585
6ACG_11.pdb,-1760.731,0.8558
6ACG_12.pdb,-2124.521,0.858
6ACG_13.pdb,-2000.389,0.8566
6ACG_14.pdb,-2351.757,0.8584
6ACG_15.pdb,-2371.193,0.8597
6ACG_16.pdb,-2244.456,0.8599
6ACG_17.pdb,-2079.854,0.858
6ACG_18.pdb,-2040.306,0.8582
6ACG_19.pdb,-2221.269,0.8584
6ACG_2.pdb,-2020.826,0.8578
6ACG_20.pdb,-1978.483,0.8584
6ACG_21.pdb,-2128.272,0.8574
6ACG_22.pdb,-2164.184,0.8581
6ACG_23.pdb,-2025.934,0.8583
6ACG_24.pdb,-2023.719,0.86
6ACG_25.pdb,-2010.695,0.8582
6ACG_26.pdb,-2019.614,0.8581
6ACG_27.pdb,-2097.238,0.8581
6ACG_28.pdb,-2290.381,0.8607
6ACG_29.pdb,-2170.989,0.8585
6ACG_3.pdb,-1993.523,0.8588
6ACG_30.pdb,-2116.863,0.855
6ACG_31.pdb,-2240.645,0.8589
6ACG_32.pdb,-2273.195,0.8615
6ACG_33.pdb,-2098.384,0.8565
6ACG_34.pdb,-2380.006,0.8582
6ACG_35.pdb,-1887.448,0.8582
6ACG_36.pdb,-2120.653,0.8603
6ACG_37.pdb,-2111.491,0.8578
6ACG_38.pdb,-2088.564,0.86
6ACG_39.pdb,-2240.094,0.861
6ACG_4.pdb,-2370.197,0.8592
6ACG_40.pdb,-2033.756,0.858
6ACG_41.pdb,-2256.171,0.8579
6ACG_42.pdb,-2274.335,0.8577
6ACG_43.pdb,-2199.613,0.8577
6ACG_44.pdb,-2020.486,0.8593
6ACG_45.pdb,-2314.454,0.8601
6ACG_46.pdb,-2239.44,0.8593
6ACG_47.pdb,-2106.707,0.8597
6ACG_48.pdb,-2309.818,0.8603
6ACG_49.pdb,-2168.379,0.8566
6ACG_5.pdb,-2450.386,0.8588
6ACG_50.pdb,-2105.344,0.8589
6ACG_6.pdb,-2337.765,0.8594
6ACG_7.pdb,-2310.287,0.8601
6ACG_8.pdb,-1692.965,0.8576
6ACG_9.pdb,-2206.642,0.858
