structure,HADDOCK-score,atomic-clashes
6N8Z_1.pdb,-4655.5823,17
6N8Z_10.pdb,-4652.5006,13
6N8Z_11.pdb,-4470.0668,13
6N8Z_12.pdb,-4075.7557,6
6N8Z_13.pdb,-4278.6479,8
6N8Z_14.pdb,-3881.9919,18
6N8Z_15.pdb,-4419.1695,16
6N8Z_16.pdb,-4350.1351,14
6N8Z_17.pdb,-4078.7755,12
6N8Z_18.pdb,-4754.7822,10
6N8Z_19.pdb,-4604.6055,16
6N8Z_2.pdb,-3975.5966,15
6N8Z_20.pdb,-4568.5932,14
6N8Z_21.pdb,-4250.5071,11
6N8Z_22.pdb,-3614.423,17
6N8Z_23.pdb,-4379.235,9
6N8Z_24.pdb,-4586.1644,12
6N8Z_25.pdb,-4886.581,10
6N8Z_26.pdb,-4331.284,17
6N8Z_27.pdb,-4557.6126,14
6N8Z_28.pdb,-4223.6308,10
6N8Z_29.pdb,-4562.6407,12
6N8Z_3.pdb,-4135.1264,13
6N8Z_30.pdb,-4312.4721,8
6N8Z_31.pdb,-4228.679,13
6N8Z_32.pdb,-4199.382,18
6N8Z_33.pdb,-4278.573,14
6N8Z_34.pdb,-4892.0542,15
6N8Z_35.pdb,-4290.7119,15
6N8Z_36.pdb,-4307.8073,11
6N8Z_37.pdb,-4679.5941,10
6N8Z_38.pdb,-4337.6011,12
6N8Z_39.pdb,-4549.5833,12
6N8Z_4.pdb,-4617.3747,15
6N8Z_40.pdb,-4395.1131,20
6N8Z_41.pdb,-4420.9154,12
6N8Z_42.pdb,-4418.3414,11
6N8Z_43.pdb,-4242.2369,15
6N8Z_44.pdb,-4557.0423,11
6N8Z_45.pdb,-4600.607,8
6N8Z_46.pdb,-4131.0687,18
6N8Z_47.pdb,-4762.0053,14
6N8Z_48.pdb,-4302.2017,10
6N8Z_49.pdb,-4175.6098,20
6N8Z_5.pdb,-3614.423,17
6N8Z_50.pdb,-4489.0478,11
6N8Z_6.pdb,-4394.9439,6
6N8Z_7.pdb,-3999.765,15
6N8Z_8.pdb,-4271.8044,14
6N8Z_9.pdb,-4593.4309,14
