structure,HADDOCK-score,atomic-clashes
6UBY_1.pdb,-260.8437,16
6UBY_10.pdb,-240.9111,17
6UBY_11.pdb,-150.5859,17
6UBY_12.pdb,-237.3361,17
6UBY_13.pdb,-74.0018,15
6UBY_14.pdb,24.107,17
6UBY_15.pdb,-304.4948,16
6UBY_16.pdb,-153.0654,17
6UBY_17.pdb,-217.0056,16
6UBY_18.pdb,-323.5314,19
6UBY_19.pdb,-401.2957,17
6UBY_2.pdb,-99.8656,16
6UBY_20.pdb,-28.0027,17
6UBY_21.pdb,-56.8695,17
6UBY_22.pdb,-160.1791,18
6UBY_23.pdb,-278.1332,16
6UBY_24.pdb,-205.516,17
6UBY_25.pdb,-261.3932,17
6UBY_26.pdb,-234.441,16
6UBY_27.pdb,-42.5823,18
6UBY_28.pdb,-6.4639,17
6UBY_29.pdb,-42.1818,17
6UBY_3.pdb,-138.6073,16
6UBY_30.pdb,-63.5973,16
6UBY_31.pdb,-94.9629,16
6UBY_32.pdb,-17.0333,16
6UBY_33.pdb,-191.8122,16
6UBY_34.pdb,45.4089,16
6UBY_35.pdb,-22.5752,17
6UBY_36.pdb,-127.9643,16
6UBY_37.pdb,2344.5879,16
6UBY_38.pdb,-196.4783,16
6UBY_39.pdb,-153.2896,17
6UBY_4.pdb,-156.1109,17
6UBY_40.pdb,-127.1774,15
6UBY_41.pdb,-139.9312,16
6UBY_42.pdb,-91.7978,19
6UBY_43.pdb,-125.5699,16
6UBY_44.pdb,-189.9838,16
6UBY_45.pdb,-133.9062,16
6UBY_46.pdb,-214.6776,17
6UBY_47.pdb,-123.4756,17
6UBY_48.pdb,-24.397,16
6UBY_49.pdb,3.2666,16
6UBY_5.pdb,-154.2277,18
6UBY_50.pdb,-292.4053,18
6UBY_6.pdb,-349.8737,16
6UBY_7.pdb,-110.2278,19
6UBY_8.pdb,-360.8044,16
6UBY_9.pdb,-427.4477,17
