structure,HADDOCK-score,correlation
6IRF_1.pdb,-2228.7542,0.886
6IRF_10.pdb,-2198.602,0.8837
6IRF_11.pdb,-2027.7061,0.8818
6IRF_12.pdb,-2211.9443,0.8848
6IRF_13.pdb,-2255.4179,0.8863
6IRF_14.pdb,-2370.5282,0.885
6IRF_15.pdb,-2139.0672,0.8844
6IRF_16.pdb,-2144.2529,0.8862
6IRF_17.pdb,-2231.5495,0.8867
6IRF_18.pdb,-2179.8119,0.8841
6IRF_19.pdb,-2123.1625,0.885
6IRF_2.pdb,-2102.6599,0.8839
6IRF_20.pdb,-2322.0966,0.8852
6IRF_21.pdb,-2370.0399,0.8874
6IRF_22.pdb,-2272.9662,0.8853
6IRF_23.pdb,-2342.774,0.8852
6IRF_24.pdb,-2164.3833,0.8863
6IRF_25.pdb,-2104.5497,0.8832
6IRF_26.pdb,-2372.8674,0.8861
6IRF_27.pdb,-2118.9868,0.8853
6IRF_28.pdb,-2389.5406,0.8843
6IRF_29.pdb,-2160.8489,0.8855
6IRF_3.pdb,-2161.5023,0.8825
6IRF_30.pdb,-2178.3004,0.8874
6IRF_31.pdb,-2330.3221,0.8858
6IRF_32.pdb,-2305.9947,0.8847
6IRF_33.pdb,-2388.3804,0.8855
6IRF_34.pdb,-2139.8115,0.8852
6IRF_35.pdb,-2371.2213,0.8848
6IRF_36.pdb,-2428.1286,0.8876
6IRF_37.pdb,-2371.4959,0.883
6IRF_38.pdb,-2098.6553,0.882
6IRF_39.pdb,-2295.3088,0.8852
6IRF_4.pdb,-2431.2869,0.8863
6IRF_40.pdb,-1958.4911,0.884
6IRF_41.pdb,-2300.402,0.8852
6IRF_42.pdb,-2154.6274,0.8867
6IRF_43.pdb,-2417.423,0.8847
6IRF_44.pdb,-2265.5634,0.8857
6IRF_45.pdb,-2181.4326,0.8831
6IRF_46.pdb,-2516.5034,0.8862
6IRF_47.pdb,-2193.2308,0.8855
6IRF_48.pdb,-2356.2535,0.8862
6IRF_49.pdb,-2217.6391,0.8847
6IRF_5.pdb,-2203.7438,0.8848
6IRF_50.pdb,-2056.9598,0.8841
6IRF_6.pdb,-2354.8137,0.8868
6IRF_7.pdb,-2467.6297,0.887
6IRF_8.pdb,-2294.0719,0.8853
6IRF_9.pdb,-2040.4888,0.8841
