structure,HADDOCK-score,correlation
3J95_1.pdb,-2657.5401,0.931
3J95_10.pdb,-2727.5899,0.932
3J95_11.pdb,-2738.4103,0.9321
3J95_12.pdb,-2818.0657,0.9305
3J95_13.pdb,-2686.5139,0.9321
3J95_14.pdb,-2764.4298,0.9314
3J95_15.pdb,-2594.1169,0.932
3J95_16.pdb,-2546.6094,0.9325
3J95_17.pdb,-3010.2613,0.9322
3J95_18.pdb,-2784.2906,0.9325
3J95_19.pdb,-2731.7658,0.9316
3J95_2.pdb,-2896.0304,0.9323
3J95_20.pdb,-2717.5757,0.9319
3J95_21.pdb,-2644.2392,0.9306
3J95_22.pdb,-2811.6732,0.9312
3J95_23.pdb,-2515.0035,0.9301
3J95_24.pdb,-2839.7561,0.9307
3J95_25.pdb,-2742.43,0.9309
3J95_26.pdb,-2864.9185,0.9322
3J95_27.pdb,-2671.7288,0.9312
3J95_28.pdb,-2585.1785,0.9308
3J95_29.pdb,-2517.1613,0.9312
3J95_3.pdb,-2807.0674,0.9329
3J95_30.pdb,-2751.4302,0.9312
3J95_31.pdb,-2745.6826,0.9314
3J95_32.pdb,-2742.3764,0.9323
3J95_33.pdb,-2730.4568,0.9304
3J95_34.pdb,-2679.183,0.9317
3J95_35.pdb,-2774.7933,0.9315
3J95_36.pdb,-2842.4496,0.9306
3J95_37.pdb,-2654.5592,0.9309
3J95_38.pdb,-2912.4179,0.9314
3J95_39.pdb,-2678.0554,0.9318
3J95_4.pdb,-2949.4086,0.9305
3J95_40.pdb,-2580.2328,0.9299
3J95_41.pdb,-2793.3203,0.9299
3J95_42.pdb,-2665.4266,0.9314
3J95_43.pdb,-2637.54,0.932
3J95_44.pdb,-2754.6695,0.9316
3J95_45.pdb,-2715.697,0.9309
3J95_46.pdb,-2747.6613,0.9311
3J95_47.pdb,-2796.6398,0.9328
3J95_48.pdb,-2912.7666,0.9315
3J95_49.pdb,-2675.192,0.9296
3J95_5.pdb,-2729.9088,0.9319
3J95_50.pdb,-2739.0616,0.9324
3J95_6.pdb,-2655.6484,0.93
3J95_7.pdb,-2770.3378,0.9319
3J95_8.pdb,-1578.4209,0.9308
3J95_9.pdb,-2651.9732,0.9318
