structure,HADDOCK-score,correlation,atomic-clashes
6R7I_10w.pdb,-1151.1415,0.8749,18
6R7I_11w.pdb,-1219.9831,0.8751,18
6R7I_12w.pdb,-1246.8417,0.8727,17
6R7I_13w.pdb,-1254.4748,0.8723,17
6R7I_14w.pdb,-1147.0341,0.8751,17
6R7I_15w.pdb,-1204.0441,0.8731,18
6R7I_16w.pdb,-1143.2688,0.8711,19
6R7I_17w.pdb,-1278.7884,0.8714,18
6R7I_18w.pdb,-1154.9649,0.8784,17
6R7I_19w.pdb,-1197.4815,0.8729,18
6R7I_1w.pdb,-1301.8153,0.8779,17
6R7I_20w.pdb,-1171.1784,0.8761,19
6R7I_21w.pdb,-1280.8165,0.8708,17
6R7I_22w.pdb,-1171.2964,0.8742,18
6R7I_23w.pdb,-1342.5792,0.8719,18
6R7I_24w.pdb,-1302.2054,0.8786,16
6R7I_25w.pdb,-1183.7035,0.8717,18
6R7I_26w.pdb,-1302.9265,0.8753,18
6R7I_27w.pdb,-1208.6675,0.8763,19
6R7I_28w.pdb,-1184.9811,0.8754,19
6R7I_29w.pdb,-1281.5475,0.8741,17
6R7I_2w.pdb,-1255.6323,0.8737,17
6R7I_30w.pdb,-1353.7049,0.8746,17
6R7I_31w.pdb,-1129.6525,0.8747,17
6R7I_32w.pdb,-1225.8599,0.8764,17
6R7I_33w.pdb,-2857.4871,0.8755,0
6R7I_34w.pdb,-1246.8377,0.8776,18
6R7I_35w.pdb,-1196.4504,0.8751,18
6R7I_36w.pdb,-1215.2064,0.8758,17
6R7I_37w.pdb,-1186.181,0.8728,17
6R7I_38w.pdb,-1359.0878,0.8757,19
6R7I_39w.pdb,-1298.2231,0.8756,18
6R7I_3w.pdb,-2836.8108,0.8736,0
6R7I_40w.pdb,-1161.8528,0.8768,17
6R7I_41w.pdb,-1187.6227,0.877,18
6R7I_42w.pdb,-1205.7138,0.8778,17
6R7I_43w.pdb,-1136.8755,0.8717,17
6R7I_44w.pdb,-1177.6867,0.8757,19
6R7I_45w.pdb,-1212.9388,0.8764,21
6R7I_46w.pdb,-1211.9479,0.8778,19
6R7I_47w.pdb,-1216.537,0.8768,20
6R7I_48w.pdb,-1291.7525,0.8757,17
6R7I_49w.pdb,-1241.5752,0.8767,17
6R7I_4w.pdb,-1264.9185,0.8771,17
6R7I_50w.pdb,-1232.068,0.8732,17
6R7I_5w.pdb,-1170.4399,0.878,19
6R7I_6w.pdb,-1238.5011,0.8763,18
6R7I_7w.pdb,-1321.7265,0.8764,17
6R7I_8w.pdb,-1335.155,0.8735,17
6R7I_9w.pdb,-1222.198,0.8755,17
