structure,HADDOCK-score,correlation
6AHF_1.pdb,-2509.8386,0.878
6AHF_10.pdb,-2465.7555,0.8774
6AHF_11.pdb,-2562.4908,0.8857
6AHF_12.pdb,-2350.5549,0.8676
6AHF_13.pdb,-2492.0299,0.8764
6AHF_14.pdb,-2563.975,0.8795
6AHF_15.pdb,-2594.1346,0.8839
6AHF_16.pdb,-2348.9691,0.8761
6AHF_17.pdb,-1768.0197,0.9019
6AHF_18.pdb,-2644.0937,0.8835
6AHF_19.pdb,-2341.2126,0.8713
6AHF_2.pdb,-2322.7162,0.8837
6AHF_20.pdb,-2590.5,0.8745
6AHF_21.pdb,-2500.0554,0.8806
6AHF_22.pdb,-2532.5694,0.8801
6AHF_23.pdb,-2119.4422,0.8654
6AHF_24.pdb,-2417.7052,0.8791
6AHF_25.pdb,-2489.043,0.8858
6AHF_26.pdb,-2598.3208,0.8774
6AHF_27.pdb,-2267.9792,0.8835
6AHF_28.pdb,-2410.0875,0.8586
6AHF_29.pdb,-2555.4205,0.8752
6AHF_3.pdb,-2487.0753,0.8837
6AHF_30.pdb,-2588.1961,0.8848
6AHF_31.pdb,-2520.8883,0.8827
6AHF_32.pdb,-2293.7647,0.8741
6AHF_33.pdb,-2535.5814,0.8686
6AHF_34.pdb,-1778.5146,0.9019
6AHF_35.pdb,-2358.6786,0.8741
6AHF_36.pdb,-2513.8904,0.8741
6AHF_37.pdb,-2558.5228,0.8823
6AHF_38.pdb,-2373.8293,0.8724
6AHF_39.pdb,-2537.3702,0.8764
6AHF_4.pdb,-2578.1296,0.8678
6AHF_40.pdb,-2546.3649,0.8726
6AHF_41.pdb,-2428.1502,0.8862
6AHF_42.pdb,-2337.4534,0.8785
6AHF_43.pdb,-2639.5037,0.8796
6AHF_44.pdb,-2366.1864,0.8732
6AHF_45.pdb,-2606.7753,0.8805
6AHF_46.pdb,-2342.4577,0.8677
6AHF_47.pdb,-2570.2715,0.8845
6AHF_48.pdb,-2532.3443,0.8825
6AHF_49.pdb,-2257.7838,0.8689
6AHF_5.pdb,-2389.5211,0.8768
6AHF_50.pdb,-2212.6691,0.8847
6AHF_6.pdb,-2546.2488,0.8835
6AHF_7.pdb,-2502.9478,0.8843
6AHF_8.pdb,-2338.5709,0.8819
6AHF_9.pdb,-2607.6691,0.8722
