structure,HADDOCK-score,correlation
6N8T_1.pdb,,0.8721
6N8T_10.pdb,,0.8735
6N8T_11.pdb,,0.8768
6N8T_12.pdb,,0.8774
6N8T_13.pdb,,0.8722
6N8T_15.pdb,,0.8747
6N8T_16.pdb,,0.8726
6N8T_17.pdb,,0.8836
6N8T_18.pdb,,0.8752
6N8T_19.pdb,,0.8703
6N8T_2.pdb,,0.8748
6N8T_20.pdb,,0.8731
6N8T_21.pdb,,0.8732
6N8T_22.pdb,,0.8836
6N8T_23.pdb,,0.8795
6N8T_24.pdb,,0.8729
6N8T_25.pdb,,0.8719
6N8T_26.pdb,,0.878
6N8T_27.pdb,,0.8769
6N8T_28.pdb,,0.8836
6N8T_29.pdb,,0.8754
6N8T_3.pdb,,0.8765
6N8T_30.pdb,,0.8745
6N8T_31.pdb,,0.875
6N8T_32.pdb,,0.8754
6N8T_33.pdb,,0.8736
6N8T_34.pdb,,0.8781
6N8T_35.pdb,,0.8772
6N8T_36.pdb,,0.8784
6N8T_37.pdb,,0.8788
6N8T_38.pdb,,0.8774
6N8T_39.pdb,,0.8743
6N8T_4.pdb,,0.8836
6N8T_40.pdb,,0.8836
6N8T_41.pdb,,0.8718
6N8T_42.pdb,,0.8727
6N8T_43.pdb,,0.8789
6N8T_44.pdb,,0.876
6N8T_45.pdb,,0.8742
6N8T_46.pdb,,0.8747
6N8T_47.pdb,,0.8715
6N8T_48.pdb,,0.8735
6N8T_49.pdb,,0.8753
6N8T_5.pdb,,0.8836
6N8T_6.pdb,,0.8836
6N8T_7.pdb,,0.8836
6N8T_8.pdb,,0.8768
6N8T_9.pdb,,0.8733
