structure,HADDOCK-score,correlation
5WCB_1.pdb,-2117.5197,0.902
5WCB_10.pdb,-1681.4611,0.8968
5WCB_11.pdb,-1896.2739,0.9004
5WCB_12.pdb,-1909.5171,0.8976
5WCB_13.pdb,-1915.7591,0.8975
5WCB_14.pdb,-1857.70487,0.8989
5WCB_15.pdb,-1775.3148,0.8987
5WCB_16.pdb,-1954.5829,0.9001
5WCB_17.pdb,-2181.9837,0.9013
5WCB_18.pdb,-1751.5481,0.8933
5WCB_19.pdb,-1933.2133,0.9011
5WCB_2.pdb,-1951.7616,0.8993
5WCB_20.pdb,-2127.9108,0.9006
5WCB_21.pdb,-1908.5111,0.8998
5WCB_22.pdb,-2042.58309,0.9031
5WCB_23.pdb,-1933.3507,0.9011
5WCB_24.pdb,-1760.7077,0.899
5WCB_25.pdb,-1841.2562,0.9021
5WCB_26.pdb,-1962.48866,0.8998
5WCB_27.pdb,-2119.81939,0.9019
5WCB_28.pdb,-1781.5611,0.8982
5WCB_29.pdb,-1895.0704,0.9
5WCB_3.pdb,-2028.742,0.899
5WCB_30.pdb,-1949.1257,0.8982
5WCB_31.pdb,-1998.8721,0.9015
5WCB_32.pdb,-2085.12953,0.9006
5WCB_33.pdb,-2008.7652,0.8978
5WCB_34.pdb,-1897.6785,0.8997
5WCB_35.pdb,-1842.4498,0.8982
5WCB_36.pdb,-1659.28749,0.8985
5WCB_37.pdb,-1674.5411,0.8992
5WCB_38.pdb,-1865.6182,0.9008
5WCB_39.pdb,-1848.5717,0.9009
5WCB_4.pdb,-1785.0299,0.9001
5WCB_40.pdb,-1978.9928,0.8987
5WCB_41.pdb,-1922.9267,0.8989
5WCB_42.pdb,-1886.2797,0.9009
5WCB_43.pdb,-1941.3432,0.8984
5WCB_44.pdb,-2118.1836,0.9018
5WCB_45.pdb,-1868.4302,0.8993
5WCB_46.pdb,-1881.742,0.9023
5WCB_47.pdb,-2213.0501,0.9018
5WCB_48.pdb,-1946.3756,0.8972
5WCB_49.pdb,-1941.25212,0.9014
5WCB_5.pdb,-1927.1751,0.8999
5WCB_50.pdb,-1991.1499,0.9009
5WCB_6.pdb,-1900.0308,0.896
5WCB_7.pdb,-1743.6158,0.8968
5WCB_8.pdb,-1770.264,0.8997
5WCB_9.pdb,-1993.27078,0.8997
