structure,HADDOCK-score,atomic-clashes
6N1Q_1.pdb,1038.431,21
6N1Q_10.pdb,4637.2768,41
6N1Q_11.pdb,4499.0418,44
6N1Q_12.pdb,1256.2743,22
6N1Q_13.pdb,4624.077,41
6N1Q_14.pdb,2775.8967,32
6N1Q_15.pdb,4457.3484,43
6N1Q_16.pdb,4727.3866,42
6N1Q_17.pdb,4282.3854,43
6N1Q_18.pdb,2966.8334,33
6N1Q_19.pdb,4210.3036,43
6N1Q_2.pdb,4705.5498,42
6N1Q_20.pdb,4464.4511,44
6N1Q_21.pdb,1223.2344,22
6N1Q_22.pdb,4249.4292,44
6N1Q_23.pdb,4521.3954,43
6N1Q_24.pdb,4569.672,45
6N1Q_25.pdb,3053.2688,33
6N1Q_26.pdb,2589.5402,33
6N1Q_27.pdb,2704.8576,36
6N1Q_28.pdb,1037.8358,22
6N1Q_29.pdb,4551.0377,43
6N1Q_3.pdb,4554.51,43
6N1Q_30.pdb,4659.8859,44
6N1Q_31.pdb,4636.4448,44
6N1Q_32.pdb,1116.9487,24
6N1Q_33.pdb,2729.5735,32
6N1Q_34.pdb,4635.4317,45
6N1Q_35.pdb,4509.0894,42
6N1Q_36.pdb,2945.1168,32
6N1Q_37.pdb,4662.3583,44
6N1Q_38.pdb,4329.39,41
6N1Q_39.pdb,3126.4891,33
6N1Q_4.pdb,4557.7444,43
6N1Q_40.pdb,4358.4616,43
6N1Q_41.pdb,2985.3991,33
6N1Q_42.pdb,3028.017,33
6N1Q_43.pdb,4648.2685,44
6N1Q_44.pdb,4524.0623,44
6N1Q_45.pdb,4759.5836,43
6N1Q_46.pdb,-679.4443,11
6N1Q_47.pdb,4467.7778,44
6N1Q_48.pdb,4692.6776,45
6N1Q_49.pdb,4572.8915,41
6N1Q_5.pdb,4373.413,43
6N1Q_50.pdb,1069.6891,21
6N1Q_6.pdb,2942.7082,33
6N1Q_7.pdb,4373.962953,42
6N1Q_8.pdb,4243.1804,42
6N1Q_9.pdb,2847.2671,33
