structure,HADDOCK-score,correlation
6IRF_1.pdb,-2218.5062,0.886
6IRF_10.pdb,-2338.3721,0.8849
6IRF_11.pdb,-2212.8479,0.8822
6IRF_12.pdb,-2229.8725,0.8842
6IRF_13.pdb,-2288.3372,0.886
6IRF_14.pdb,-1953.0709,0.8831
6IRF_15.pdb,-1989.8432,0.8832
6IRF_16.pdb,-2134.6088,0.886
6IRF_17.pdb,-2237.6908,0.8859
6IRF_18.pdb,-2091.9713,0.8841
6IRF_19.pdb,-2044.661,0.8833
6IRF_2.pdb,-2287.9575,0.8838
6IRF_20.pdb,-2255.065,0.8832
6IRF_21.pdb,-2020.5026,0.8843
6IRF_22.pdb,-2131.5228,0.884
6IRF_23.pdb,-2269.2704,0.884
6IRF_24.pdb,-2187.0834,0.8843
6IRF_25.pdb,-1964.7178,0.882
6IRF_26.pdb,-2089.5256,0.8847
6IRF_27.pdb,-2442.3644,0.8855
6IRF_28.pdb,-2349.806,0.8851
6IRF_29.pdb,-2170.8186,0.8856
6IRF_3.pdb,-2394.6938,0.8835
6IRF_30.pdb,-2309.097,0.8853
6IRF_31.pdb,-2276.6056,0.884
6IRF_32.pdb,-2344.2465,0.8849
6IRF_33.pdb,-2393.9564,0.8857
6IRF_34.pdb,-1948.2951,0.8834
6IRF_35.pdb,-2375.5537,0.8816
6IRF_36.pdb,-2288.974,0.8846
6IRF_37.pdb,-2316.5527,0.884
6IRF_38.pdb,-2056.5985,0.8844
6IRF_39.pdb,-2281.7809,0.8837
6IRF_4.pdb,-2363.3323,0.8863
6IRF_40.pdb,-2264.0021,0.8857
6IRF_41.pdb,-2105.1607,0.883
6IRF_42.pdb,-2173.0997,0.8834
6IRF_43.pdb,-2248.5061,0.8848
6IRF_44.pdb,-2296.5201,0.8839
6IRF_45.pdb,-2309.6297,0.8849
6IRF_46.pdb,-2590.2113,0.8856
6IRF_47.pdb,-2418.6211,0.8885
6IRF_48.pdb,-2509.523,0.8856
6IRF_49.pdb,-2358.8027,0.886
6IRF_5.pdb,-2307.4007,0.8847
6IRF_50.pdb,-2138.4601,0.8837
6IRF_6.pdb,-2558.5731,0.8866
6IRF_7.pdb,-2380.98525,0.8869
6IRF_8.pdb,-2160.6941,0.8839
6IRF_9.pdb,-2062.2415,0.8837
