structure,HADDOCK-score,correlation
6UBY_1.pdb,-2228.3354,0.9544
6UBY_10.pdb,-2174.7012,0.9512
6UBY_11.pdb,-2129.2874,0.9531
6UBY_12.pdb,-2469.2058,0.9545
6UBY_13.pdb,-2126.0466,0.9537
6UBY_14.pdb,-2307.97704,0.9542
6UBY_15.pdb,-2351.93434,0.9556
6UBY_16.pdb,-2272.2482,0.9528
6UBY_17.pdb,-2244.33579,0.9531
6UBY_18.pdb,-2226.7989,0.9518
6UBY_19.pdb,-2194.8301,0.9531
6UBY_2.pdb,-2257.0918,0.9535
6UBY_20.pdb,-2269.5585,0.9546
6UBY_21.pdb,-2407.4998,0.9534
6UBY_22.pdb,-2298.0501,0.9535
6UBY_23.pdb,-2131.5418,0.9516
6UBY_24.pdb,-1962.9565,0.949
6UBY_25.pdb,-2209.89045,0.9544
6UBY_26.pdb,-2096.4981,0.95
6UBY_27.pdb,-2025.6697,0.9525
6UBY_28.pdb,-2406.6236,0.9545
6UBY_29.pdb,-2236.1433,0.9537
6UBY_3.pdb,-2292.4362,0.955
6UBY_30.pdb,-2346.3855,0.9551
6UBY_31.pdb,-2276.0938,0.9543
6UBY_32.pdb,-2282.5849,0.954
6UBY_33.pdb,-2311.9567,0.9548
6UBY_34.pdb,-2313.3994,0.954
6UBY_35.pdb,-2312.9414,0.9535
6UBY_36.pdb,-2462.41,0.9527
6UBY_37.pdb,-2232.7056,0.9541
6UBY_38.pdb,-2474.3043,0.9536
6UBY_39.pdb,-2186.1342,0.9534
6UBY_4.pdb,-2290.9322,0.9539
6UBY_40.pdb,-2191.0456,0.9515
6UBY_41.pdb,-2316.0795,0.9523
6UBY_42.pdb,-2386.5047,0.9546
6UBY_43.pdb,-1921.8936,0.9527
6UBY_44.pdb,-2141.104,0.953
6UBY_45.pdb,-2201.9238,0.9537
6UBY_46.pdb,-2398.077,0.9545
6UBY_47.pdb,-2305.1368,0.9532
6UBY_48.pdb,-2370.3837,0.9522
6UBY_49.pdb,-2058.0533,0.9495
6UBY_5.pdb,-2069.8164,0.9545
6UBY_50.pdb,-2141.9671,0.9532
6UBY_6.pdb,-2144.3454,0.9519
6UBY_7.pdb,-2046.9894,0.9514
6UBY_8.pdb,-2334.3004,0.9528
6UBY_9.pdb,-2443.5029,0.9525
