structure,HADDOCK-score,atomic-clashes
6C3P_1.pdb,-3870.428,2
6C3P_10.pdb,-3810.3282,4
6C3P_11.pdb,-3868.1965,2
6C3P_12.pdb,-3602.8489,2
6C3P_13.pdb,-3908.6782,3
6C3P_14.pdb,-3424.4841,4
6C3P_15.pdb,-3782.127,1
6C3P_16.pdb,-3725.3543,6
6C3P_17.pdb,-3545.8255,2
6C3P_18.pdb,-3684.0875,4
6C3P_19.pdb,-3562.9286,3
6C3P_2.pdb,-3648.7108,2
6C3P_20.pdb,-3523.0806,4
6C3P_21.pdb,-3906.0051,6
6C3P_22.pdb,-3665.5787,2
6C3P_23.pdb,-3468.6858,4
6C3P_24.pdb,-3684.0875,4
6C3P_25.pdb,-3503.2331,3
6C3P_26.pdb,-3325.1583,2
6C3P_27.pdb,-3792.6878,3
6C3P_28.pdb,-3655.3137,3
6C3P_29.pdb,-3918.1443,3
6C3P_3.pdb,-3597.1361,8
6C3P_30.pdb,-3873.8737,6
6C3P_31.pdb,-3394.1198,2
6C3P_32.pdb,-3741.2067,4
6C3P_33.pdb,-3790.9015,3
6C3P_34.pdb,-3340.0686,2
6C3P_35.pdb,-3875.3234,5
6C3P_36.pdb,-3725.0402,5
6C3P_37.pdb,-3585.2071,3
6C3P_38.pdb,-3836.1363,2
6C3P_39.pdb,-3622.6461,5
6C3P_4.pdb,-3445.7158,1
6C3P_40.pdb,-3696.1426,4
6C3P_41.pdb,-3842.6813,2
6C3P_42.pdb,-3471.108,1
6C3P_43.pdb,-3367.2502,3
6C3P_44.pdb,-3584.2341,3
6C3P_45.pdb,-3622.7953,3
6C3P_46.pdb,-3815.6205,3
6C3P_47.pdb,-3977.5782,7
6C3P_48.pdb,-3712.5424,5
6C3P_49.pdb,-3671.9675,4
6C3P_5.pdb,-3523.4741,4
6C3P_50.pdb,-3865.1576,6
6C3P_6.pdb,-3706.6548,6
6C3P_7.pdb,-4088.1601,6
6C3P_8.pdb,-3605.664,3
6C3P_9.pdb,-3627.9008,6
