structure,HADDOCK-score,correlation
6R7I_1.pdb,-3931.9439,0.8868
6R7I_10.pdb,-4028.1433,0.8881
6R7I_11.pdb,-4083.4064,0.8876
6R7I_12.pdb,-4112.354,0.8878
6R7I_13.pdb,-3641.0183,0.8856
6R7I_14.pdb,-3825.0502,0.8851
6R7I_15.pdb,-3868.9015,0.887
6R7I_16.pdb,-3928.7709,0.8859
6R7I_17.pdb,-4308.2659,0.8864
6R7I_18.pdb,-3717.3143,0.8868
6R7I_19.pdb,-3847.9955,0.8828
6R7I_2.pdb,-3848.7707,0.8848
6R7I_20.pdb,-3819.6345,0.8859
6R7I_21.pdb,-4040.3386,0.8838
6R7I_22.pdb,-3891.9505,0.8868
6R7I_23.pdb,-3665.8688,0.8852
6R7I_24.pdb,-3974.649,0.8877
6R7I_25.pdb,-4107.7778,0.8855
6R7I_26.pdb,-3972.8276,0.8859
6R7I_27.pdb,-3845.9909,0.883
6R7I_28.pdb,-4172.8626,0.8882
6R7I_29.pdb,-4073.0024,0.8877
6R7I_3.pdb,-3745.6522,0.8801
6R7I_30.pdb,-3853.7854,0.8866
6R7I_31.pdb,-3653.8487,0.8812
6R7I_32.pdb,-3794.3952,0.8876
6R7I_33.pdb,-3892.5359,0.8848
6R7I_34.pdb,-3871.5592,0.887
6R7I_35.pdb,-3901.723,0.8831
6R7I_36.pdb,-3808.7701,0.8859
6R7I_37.pdb,-4083.865,0.8864
6R7I_38.pdb,-3949.6741,0.8855
6R7I_39.pdb,-3995.1194,0.885
6R7I_4.pdb,-3866.5958,0.8834
6R7I_40.pdb,-3828.3865,0.8822
6R7I_41.pdb,-3645.9135,0.8825
6R7I_42.pdb,-4082.4892,0.8866
6R7I_43.pdb,-4007.5436,0.885
6R7I_44.pdb,-4103.9687,0.8875
6R7I_45.pdb,-3761.3812,0.8791
6R7I_46.pdb,-4008.0588,0.8864
6R7I_47.pdb,-3717.9927,0.8839
6R7I_48.pdb,-3719.9486,0.8878
6R7I_49.pdb,-3763.3805,0.8846
6R7I_5.pdb,-3814.7716,0.8852
6R7I_50.pdb,-3911.5364,0.8861
6R7I_6.pdb,-3994.8947,0.8866
6R7I_7.pdb,-3505.2717,0.8809
6R7I_8.pdb,-3724.8793,0.8855
6R7I_9.pdb,-3965.7732,0.8866
