structure,HADDOCK-score,correlation
6N8T_1.pdb,,0.8774
6N8T_10.pdb,,0.8727
6N8T_11.pdb,,0.8741
6N8T_12.pdb,,0.8766
6N8T_13.pdb,,0.8748
6N8T_14.pdb,,0.8775
6N8T_15.pdb,,0.8729
6N8T_16.pdb,,0.8768
6N8T_17.pdb,,0.8726
6N8T_18.pdb,,0.8781
6N8T_2.pdb,,0.873
6N8T_21.pdb,,0.8721
6N8T_22.pdb,,0.8774
6N8T_23.pdb,,0.8754
6N8T_25.pdb,,0.8746
6N8T_29.pdb,,0.8698
6N8T_3.pdb,,0.8779
6N8T_30.pdb,,0.8673
6N8T_31.pdb,,0.8755
6N8T_32.pdb,,0.8714
6N8T_33.pdb,,0.8803
6N8T_34.pdb,,0.8738
6N8T_35.pdb,,0.8725
6N8T_37.pdb,,0.8742
6N8T_38.pdb,,0.8777
6N8T_39.pdb,,0.8718
6N8T_4.pdb,,0.8763
6N8T_41.pdb,,0.8724
6N8T_42.pdb,,0.8741
6N8T_43.pdb,,0.8745
6N8T_46.pdb,,0.8752
6N8T_47.pdb,,0.873
6N8T_49.pdb,,0.8759
6N8T_5.pdb,,0.872
6N8T_50.pdb,,0.8717
6N8T_6.pdb,,0.8782
6N8T_9.pdb,,0.8765
