structure,HADDOCK-score,atomic-clashes
6R7I_1.pdb,-3872.5532,19
6R7I_10.pdb,-5270.6812,4
6R7I_11.pdb,-3862.111,20
6R7I_12.pdb,-3795.6012,18
6R7I_13.pdb,-3948.7863,21
6R7I_14.pdb,-3982.7527,20
6R7I_15.pdb,-3817.857,21
6R7I_16.pdb,-3987.3221,19
6R7I_17.pdb,-3838.8908,18
6R7I_18.pdb,-3792.0622,20
6R7I_19.pdb,-3978.4817,22
6R7I_2.pdb,-3859.6987,20
6R7I_20.pdb,-3770.6496,20
6R7I_21.pdb,-3887.4527,20
6R7I_22.pdb,-4125.0188,19
6R7I_23.pdb,-3714.9011,19
6R7I_24.pdb,-3920.7697,19
6R7I_25.pdb,-3765.8833,20
6R7I_26.pdb,-3977.0917,18
6R7I_27.pdb,-3898.5642,19
6R7I_28.pdb,-3868.333,18
6R7I_29.pdb,-5210.0618,2
6R7I_3.pdb,-3954.4586,20
6R7I_30.pdb,-3916.8452,20
6R7I_31.pdb,-4154.8975,18
6R7I_32.pdb,-3920.1762,21
6R7I_33.pdb,-4043.7411,19
6R7I_34.pdb,-3909.4466,20
6R7I_35.pdb,-3827.6407,22
6R7I_36.pdb,-3912.017,19
6R7I_37.pdb,-3931.2951,19
6R7I_38.pdb,-4052.673,18
6R7I_39.pdb,-4005.3708,21
6R7I_4.pdb,-3848.4272,18
6R7I_40.pdb,-3860.1154,19
6R7I_41.pdb,-3824.0011,20
6R7I_42.pdb,-4071.1611,19
6R7I_43.pdb,-3978.0171,21
6R7I_44.pdb,-3928.3045,22
6R7I_45.pdb,-5315.7922,3
6R7I_46.pdb,-3878.7983,18
6R7I_47.pdb,-3933.0004,21
6R7I_48.pdb,-3952.5828,19
6R7I_49.pdb,-3838.3784,20
6R7I_5.pdb,-3856.8792,22
6R7I_50.pdb,-3819.6666,21
6R7I_6.pdb,-3810.5887,20
6R7I_7.pdb,-3836.0706,20
6R7I_8.pdb,-5416.3117,2
6R7I_9.pdb,-4028.8473,19
