structure,HADDOCK-score,correlation
6N1Q_1.pdb,2703.6795,0.9043
6N1Q_10.pdb,1107.7802,0.8948
6N1Q_11.pdb,4665.4324,0.8998
6N1Q_12.pdb,2639.5658,0.8943
6N1Q_13.pdb,4449.3042,0.9133
6N1Q_14.pdb,4292.2462,0.893
6N1Q_15.pdb,2705.1697,0.9028
6N1Q_16.pdb,4202.116,0.8973
6N1Q_17.pdb,1036.9528,0.8948
6N1Q_18.pdb,2623.1335,0.8989
6N1Q_19.pdb,1225.4713,0.8975
6N1Q_2.pdb,2798.6949,0.895
6N1Q_20.pdb,4271.3605,0.899
6N1Q_21.pdb,4295.1868,0.9027
6N1Q_22.pdb,838.2105,0.8973
6N1Q_23.pdb,4314.8384,0.9006
6N1Q_24.pdb,2928.8546,0.8951
6N1Q_25.pdb,2617.2425,0.896
6N1Q_26.pdb,4268.6038,0.8979
6N1Q_27.pdb,2669.5961,0.9012
6N1Q_28.pdb,4234.353,0.9006
6N1Q_29.pdb,4246.2439,0.9013
6N1Q_3.pdb,2781.1434,0.894
6N1Q_30.pdb,2473.02,0.8953
6N1Q_31.pdb,4428.0701,0.9019
6N1Q_32.pdb,4283.5606,0.8992
6N1Q_33.pdb,2885.8237,0.8952
6N1Q_34.pdb,-640.0774,0.8938
6N1Q_35.pdb,2521.289,0.8989
6N1Q_36.pdb,4332.254,0.8985
6N1Q_37.pdb,4440.7068,0.8911
6N1Q_38.pdb,2518.0071,0.8965
6N1Q_39.pdb,2681.929,0.8996
6N1Q_4.pdb,2601.0893,0.8954
6N1Q_40.pdb,4502.9847,0.9134
6N1Q_41.pdb,1095.2845,0.8955
6N1Q_42.pdb,4294.4185,0.9026
6N1Q_43.pdb,3064.767,0.8897
6N1Q_44.pdb,4465.5724,0.8941
6N1Q_45.pdb,4461.0311,0.894
6N1Q_46.pdb,2766.9223,0.8959
6N1Q_47.pdb,2666.7311,0.9004
6N1Q_48.pdb,4399.3896,0.894
6N1Q_49.pdb,4254.3973,0.9021
6N1Q_5.pdb,1007.8297,0.898
6N1Q_50.pdb,-801.5887,0.8984
6N1Q_6.pdb,2716.656,0.8986
6N1Q_7.pdb,871.28,0.9002
6N1Q_8.pdb,4503.8567,0.9135
6N1Q_9.pdb,2959.9811,0.8924
