structure,HADDOCK-score,correlation
6C3P_1.pdb,-3910.31193,0.5337
6C3P_10.pdb,-3887.46179,0.5305
6C3P_11.pdb,-3832.52097,0.5338
6C3P_12.pdb,-3979.29562,0.5306
6C3P_13.pdb,-3895.06431,0.5377
6C3P_14.pdb,-3965.66575,0.5365
6C3P_15.pdb,-3951.70285,0.5374
6C3P_16.pdb,-4045.35543,0.5327
6C3P_17.pdb,-3652.71165,0.536
6C3P_18.pdb,-3949.3529,0.5311
6C3P_19.pdb,-3651.4973,0.5397
6C3P_2.pdb,-4142.00271,0.53
6C3P_20.pdb,-3928.62125,0.5336
6C3P_21.pdb,-3801.8853,0.5375
6C3P_22.pdb,-3903.08067,0.5376
6C3P_23.pdb,-3947.64957,0.5334
6C3P_24.pdb,-3959.128,0.5317
6C3P_25.pdb,-3913.35233,0.5298
6C3P_26.pdb,-3955.2324,0.5405
6C3P_27.pdb,-4001.7294,0.5377
6C3P_28.pdb,-3949.184,0.5348
6C3P_29.pdb,-3829.27859,0.5339
6C3P_3.pdb,-3862.51504,0.5362
6C3P_30.pdb,-3174.9783,0.5443
6C3P_31.pdb,-4013.30054,0.5348
6C3P_32.pdb,-3902.16758,0.529
6C3P_33.pdb,-3934.32342,0.5374
6C3P_34.pdb,-4035.98712,0.5341
6C3P_35.pdb,-3790.35706,0.5319
6C3P_36.pdb,-3176.248,0.5443
6C3P_37.pdb,-3173.9528,0.5443
6C3P_38.pdb,-3960.5196,0.5387
6C3P_39.pdb,-3856.4134,0.5332
6C3P_4.pdb,-3750.33574,0.5317
6C3P_40.pdb,-3807.89733,0.5396
6C3P_41.pdb,-3947.85554,0.5323
6C3P_42.pdb,-3841.20688,0.5369
6C3P_43.pdb,-3789.53265,0.5352
6C3P_44.pdb,-3810.5379,0.5314
6C3P_45.pdb,-3891.654,0.5294
6C3P_46.pdb,-3832.96868,0.5366
6C3P_47.pdb,-3732.20988,0.5348
6C3P_48.pdb,-3975.37075,0.5349
6C3P_49.pdb,-3799.25098,0.5324
6C3P_5.pdb,-3988.14425,0.5327
6C3P_50.pdb,-3770.33416,0.5319
6C3P_6.pdb,-4093.4585,0.5333
6C3P_7.pdb,-3969.47388,0.5333
6C3P_8.pdb,-3780.64971,0.5281
6C3P_9.pdb,-3802.6221,0.5342
