structure,HADDOCK-score,correlation
6R7I_1.pdb,-4067.9425,0.8888
6R7I_10.pdb,-3956.9374,0.8892
6R7I_11.pdb,-3981.266,0.886
6R7I_12.pdb,-4002.136,0.8891
6R7I_13.pdb,-3935.153,0.8883
6R7I_14.pdb,-3849.41,0.8888
6R7I_15.pdb,-3926.139,0.8872
6R7I_16.pdb,-4073.983,0.8878
6R7I_17.pdb,-3976.274,0.8804
6R7I_18.pdb,-4034.639,0.8855
6R7I_19.pdb,-3803.134,0.8889
6R7I_2.pdb,-3850.461,0.886
6R7I_20.pdb,-3974.388,0.8867
6R7I_21.pdb,-3921.82,0.8884
6R7I_22.pdb,-3784.815,0.8808
6R7I_23.pdb,-3688.926,0.8851
6R7I_24.pdb,-5492.286,0.8853
6R7I_25.pdb,-4056.701,0.889
6R7I_26.pdb,-3999.636,0.8873
6R7I_27.pdb,-3851.092,0.8884
6R7I_28.pdb,-4098.3908,0.8878
6R7I_29.pdb,-3939.878,0.884
6R7I_3.pdb,-3992.828,0.8867
6R7I_30.pdb,-3865.3481,0.8893
6R7I_31.pdb,-3885.7092,0.8854
6R7I_32.pdb,-4087.631,0.8852
6R7I_33.pdb,-3950.151,0.887
6R7I_34.pdb,-4032.44,0.8879
6R7I_35.pdb,-4016.3483,0.8873
6R7I_36.pdb,-3830.3937,0.8889
6R7I_37.pdb,-3792.053,0.8877
6R7I_38.pdb,-3805.4866,0.8885
6R7I_39.pdb,-4008.996,0.8878
6R7I_4.pdb,-3990.778,0.8887
6R7I_40.pdb,-4118.607,0.8859
6R7I_41.pdb,-5355.623,0.8889
6R7I_42.pdb,-4056.864,0.8884
6R7I_43.pdb,-3773.898,0.8873
6R7I_44.pdb,-3918.687,0.8867
6R7I_45.pdb,-3936.522,0.8875
6R7I_46.pdb,-4158.066,0.8885
6R7I_47.pdb,-3900.268,0.8905
6R7I_48.pdb,-4007.022,0.8891
6R7I_49.pdb,-3883.205,0.887
6R7I_5.pdb,-3929.376,0.889
6R7I_50.pdb,-3938.825,0.8874
6R7I_6.pdb,-3752.345,0.8876
6R7I_7.pdb,-4003.848,0.8829
6R7I_8.pdb,-3833.937,0.8854
6R7I_9.pdb,-3908.06,0.8863
