structure,HADDOCK-score,correlation
3J95_1.pdb,-3164.7185,0.9317
3J95_10.pdb,-2992.9041,0.93
3J95_11.pdb,-3078.797,0.9304
3J95_12.pdb,-3066.3266,0.9315
3J95_13.pdb,-2773.8106,0.9321
3J95_14.pdb,-2757.755,0.9316
3J95_15.pdb,-2753.3987,0.9261
3J95_16.pdb,-2917.161,0.9327
3J95_17.pdb,-3003.9247,0.9321
3J95_18.pdb,-3038.5725,0.9338
3J95_19.pdb,-3052.8765,0.9326
3J95_2.pdb,-3010.5377,0.9328
3J95_20.pdb,-3214.328,0.932
3J95_21.pdb,-2791.6084,0.9329
3J95_22.pdb,-2909.9367,0.9307
3J95_23.pdb,-2975.348,0.9295
3J95_24.pdb,-2883.0658,0.9322
3J95_25.pdb,-2807.304,0.9265
3J95_26.pdb,-2853.09115,0.9301
3J95_27.pdb,-3002.9833,0.931
3J95_28.pdb,-2962.7286,0.9321
3J95_29.pdb,-3031.8429,0.9302
3J95_3.pdb,-2950.7185,0.9322
3J95_30.pdb,-2898.0385,0.9317
3J95_31.pdb,-2835.3366,0.9326
3J95_32.pdb,-3005.2674,0.9308
3J95_33.pdb,-2893.3721,0.9325
3J95_34.pdb,-2841.6052,0.9304
3J95_35.pdb,-2992.1875,0.9309
3J95_36.pdb,-2824.3282,0.9339
3J95_37.pdb,-2864.5169,0.9321
3J95_38.pdb,-3259.1107,0.9304
3J95_39.pdb,-2947.0517,0.9307
3J95_4.pdb,-2902.0344,0.9285
3J95_40.pdb,-3035.3748,0.9313
3J95_41.pdb,-2809.6776,0.9297
3J95_42.pdb,-2834.4692,0.9328
3J95_43.pdb,-3074.6952,0.9336
3J95_44.pdb,-3106.611,0.9317
3J95_45.pdb,-2984.9389,0.932
3J95_46.pdb,-3059.4251,0.9317
3J95_47.pdb,-2675.057,0.931
3J95_48.pdb,-2929.6468,0.9316
3J95_49.pdb,-2805.8475,0.9326
3J95_5.pdb,-2937.0015,0.931
3J95_50.pdb,-2923.2953,0.9309
3J95_6.pdb,-2942.0471,0.932
3J95_7.pdb,-3107.6535,0.932
3J95_8.pdb,-2799.3912,0.9278
3J95_9.pdb,-3053.576,0.9321
