structure,HADDOCK-score,correlation
5GRS_1.pdb,-4205.13301,0.8963
5GRS_10.pdb,-4257.54879,0.8938
5GRS_11.pdb,-4353.1637,0.8957
5GRS_12.pdb,-4386.07363,0.894
5GRS_13.pdb,-4395.49588,0.8938
5GRS_14.pdb,-4346.46447,0.8964
5GRS_15.pdb,-4141.3243,0.8926
5GRS_16.pdb,-4302.96992,0.8947
5GRS_17.pdb,-4079.05196,0.8966
5GRS_18.pdb,-4031.7686,0.8922
5GRS_19.pdb,-4357.59613,0.8953
5GRS_2.pdb,-4120.58719,0.8952
5GRS_20.pdb,-4311.16567,0.8963
5GRS_21.pdb,-3901.7223,0.8893
5GRS_22.pdb,-4141.8987,0.8928
5GRS_23.pdb,-4150.79992,0.8951
5GRS_24.pdb,-4176.51363,0.8944
5GRS_25.pdb,-4235.3244,0.8939
5GRS_26.pdb,-4293.1273,0.8932
5GRS_27.pdb,-4129.40566,0.8961
5GRS_28.pdb,-4102.5655,0.8926
5GRS_29.pdb,-4374.52592,0.8965
5GRS_3.pdb,-4151.87203,0.8936
5GRS_30.pdb,-4206.34802,0.8938
5GRS_31.pdb,-4333.90172,0.897
5GRS_32.pdb,-4338.00001,0.8925
5GRS_33.pdb,-4287.47629,0.8967
5GRS_34.pdb,-4171.67484,0.8949
5GRS_35.pdb,-4263.19572,0.8954
5GRS_36.pdb,-4398.35458,0.8944
5GRS_37.pdb,-4352.194,0.8961
5GRS_38.pdb,-4076.3441,0.8958
5GRS_39.pdb,-4249.73081,0.8963
5GRS_4.pdb,-3719.05227,0.889
5GRS_40.pdb,-4109.07668,0.8951
5GRS_41.pdb,-4024.67916,0.8945
5GRS_42.pdb,-3920.97059,0.8954
5GRS_43.pdb,-4017.57106,0.8939
5GRS_44.pdb,-4330.0376,0.8963
5GRS_45.pdb,-4039.4322,0.8941
5GRS_46.pdb,-4013.08978,0.8928
5GRS_47.pdb,-4387.42187,0.8955
5GRS_48.pdb,-3951.54795,0.8948
5GRS_49.pdb,-4166.6859,0.8917
5GRS_5.pdb,-4169.17854,0.8934
5GRS_50.pdb,-4395.73805,0.8964
5GRS_6.pdb,-4387.34916,0.8946
5GRS_7.pdb,-3916.4428,0.892
5GRS_8.pdb,-4317.53621,0.8937
5GRS_9.pdb,-4154.02534,0.8918
