structure,HADDOCK-score,correlation
6C3P_1.pdb,-3686.3192,0.539
6C3P_10.pdb,-3727.2309,0.5382
6C3P_11.pdb,-3686.8077,0.5377
6C3P_12.pdb,-3798.0827,0.534
6C3P_13.pdb,-3964.3935,0.5339
6C3P_14.pdb,-3964.6562,0.5364
6C3P_15.pdb,-3752.4558,0.5359
6C3P_16.pdb,-3363.1168,0.5351
6C3P_17.pdb,-3761.8154,0.539
6C3P_18.pdb,-3657.8409,0.5394
6C3P_19.pdb,-3639.1635,0.539
6C3P_2.pdb,-3736.8095,0.5361
6C3P_20.pdb,-3170.038,0.5443
6C3P_21.pdb,-3725.0451,0.5407
6C3P_22.pdb,-3801.2815,0.5424
6C3P_23.pdb,-3847.3074,0.5403
6C3P_24.pdb,-3864.0831,0.5377
6C3P_25.pdb,-3717.4214,0.5324
6C3P_26.pdb,-3864.0127,0.5415
6C3P_27.pdb,-3842.0359,0.5377
6C3P_28.pdb,-3417.9826,0.5386
6C3P_29.pdb,-3532.5264,0.536
6C3P_3.pdb,-3755.223,0.5415
6C3P_30.pdb,-3655.35,0.5353
6C3P_31.pdb,-3604.765,0.5404
6C3P_32.pdb,-3925.1765,0.5299
6C3P_33.pdb,-3660.0752,0.5389
6C3P_34.pdb,-3734.5253,0.5327
6C3P_35.pdb,-3175.9237,0.5443
6C3P_36.pdb,-3738.817,0.5362
6C3P_37.pdb,-3779.5324,0.5375
6C3P_38.pdb,-3817.1,0.5434
6C3P_39.pdb,-3863.5984,0.5358
6C3P_4.pdb,-3669.9647,0.5357
6C3P_40.pdb,-3805.7886,0.533
6C3P_41.pdb,-3802.4242,0.5368
6C3P_42.pdb,-3903.5874,0.5389
6C3P_43.pdb,-3799.2573,0.538
6C3P_44.pdb,-3672.6139,0.5374
6C3P_45.pdb,-3839.6033,0.5389
6C3P_46.pdb,-3648.1528,0.5411
6C3P_47.pdb,-3778.7305,0.5345
6C3P_48.pdb,-3754.9471,0.5354
6C3P_49.pdb,-3852.3561,0.5368
6C3P_5.pdb,-3720.0452,0.5369
6C3P_50.pdb,-3635.2519,0.5336
6C3P_6.pdb,-3780.5716,0.5386
6C3P_7.pdb,-4050.3346,0.5362
6C3P_8.pdb,-3784.4096,0.5325
6C3P_9.pdb,-3175.3686,0.5443
