structure,HADDOCK-score,correlation
6N1Q_1.pdb,4340.582,0.904
6N1Q_10.pdb,2558.9783,0.8925
6N1Q_11.pdb,4457.3691,0.9135
6N1Q_12.pdb,2748.9424,0.8938
6N1Q_13.pdb,2556.0986,0.8917
6N1Q_14.pdb,4401.9491,0.9134
6N1Q_15.pdb,2852.5789,0.889
6N1Q_16.pdb,-747.5607,0.8984
6N1Q_17.pdb,2869.627,0.8977
6N1Q_18.pdb,4417.6707,0.8994
6N1Q_19.pdb,4309.0087,0.899
6N1Q_2.pdb,992.6453,0.8956
6N1Q_20.pdb,3156.2316,0.8825
6N1Q_21.pdb,4489.5372,0.9134
6N1Q_22.pdb,909.7873,0.8938
6N1Q_23.pdb,-760.8653,0.8904
6N1Q_24.pdb,2843.9798,0.8982
6N1Q_25.pdb,4330.6807,0.9024
6N1Q_26.pdb,4264.5206,0.9046
6N1Q_27.pdb,927.0899,0.8961
6N1Q_28.pdb,2505.7148,0.8964
6N1Q_29.pdb,4311.5176,0.9001
6N1Q_3.pdb,4543.3948,0.8981
6N1Q_30.pdb,4241.3594,0.8912
6N1Q_31.pdb,4452.3864,0.9134
6N1Q_32.pdb,4405.2469,0.8977
6N1Q_33.pdb,2819.1032,0.8942
6N1Q_34.pdb,4375.3095,0.8986
6N1Q_35.pdb,2851.1635,0.8946
6N1Q_36.pdb,2648.3441,0.8971
6N1Q_37.pdb,4402.8916,0.896
6N1Q_38.pdb,4212.4801,0.8968
6N1Q_39.pdb,-2293.592,0.8909
6N1Q_4.pdb,2687.4107,0.8931
6N1Q_40.pdb,4451.3618,0.9133
6N1Q_41.pdb,2741.1951,0.903
6N1Q_42.pdb,795.007,0.8992
6N1Q_43.pdb,4355.9764,0.8988
6N1Q_44.pdb,4588.8653,0.8914
6N1Q_45.pdb,2470.939,0.8998
6N1Q_46.pdb,4481.348,0.9134
6N1Q_47.pdb,4794.3288,0.8962
6N1Q_48.pdb,4317.4064,0.8902
6N1Q_49.pdb,2717.0089,0.9009
6N1Q_5.pdb,4386.386,0.8927
6N1Q_50.pdb,4396.5353,0.9021
6N1Q_6.pdb,4480.4192,0.9013
6N1Q_7.pdb,1216.1883,0.8914
6N1Q_8.pdb,4395.387,0.8943
6N1Q_9.pdb,2840.5897,0.8938
