structure,HADDOCK-score,correlation
6UBY_1.pdb,-2544.46072,0.9561
6UBY_10.pdb,-2402.3342,0.9545
6UBY_11.pdb,-2466.2587,0.9548
6UBY_12.pdb,-2399.39229,0.9554
6UBY_13.pdb,-2346.7159,0.9541
6UBY_14.pdb,-2492.0885,0.9557
6UBY_15.pdb,-2329.2877,0.9544
6UBY_16.pdb,-2403.0318,0.9536
6UBY_17.pdb,-2470.7396,0.9543
6UBY_18.pdb,-2578.3497,0.9543
6UBY_19.pdb,-2423.7441,0.9541
6UBY_2.pdb,-2437.2935,0.9541
6UBY_20.pdb,-2326.4588,0.9548
6UBY_21.pdb,-2460.0665,0.9532
6UBY_22.pdb,-2368.09093,0.9552
6UBY_23.pdb,-364.3816,0.9317
6UBY_24.pdb,-2447.1373,0.9549
6UBY_25.pdb,-2445.4017,0.9553
6UBY_26.pdb,-2458.1963,0.9548
6UBY_27.pdb,-2445.9637,0.9536
6UBY_28.pdb,-2337.6221,0.9532
6UBY_29.pdb,-2447.4168,0.956
6UBY_3.pdb,-2470.22314,0.9555
6UBY_30.pdb,-2411.7463,0.9539
6UBY_31.pdb,-2531.8224,0.9557
6UBY_32.pdb,-2312.9018,0.9546
6UBY_33.pdb,-2528.1289,0.9553
6UBY_34.pdb,-2532.3943,0.9546
6UBY_35.pdb,-2386.4658,0.954
6UBY_36.pdb,-2434.6092,0.956
6UBY_37.pdb,-2298.1851,0.9536
6UBY_38.pdb,-2674.55969,0.9561
6UBY_39.pdb,-2386.9421,0.9543
6UBY_4.pdb,-2384.5248,0.9541
6UBY_40.pdb,-2505.5435,0.9517
6UBY_41.pdb,-2473.50134,0.9561
6UBY_42.pdb,-2478.6415,0.9552
6UBY_43.pdb,-2398.2158,0.9549
6UBY_44.pdb,-2165.9149,0.953
6UBY_45.pdb,-2436.7211,0.955
6UBY_46.pdb,-2500.5001,0.9559
6UBY_47.pdb,-2612.2784,0.9557
6UBY_48.pdb,-2410.2915,0.9542
6UBY_49.pdb,-2334.9098,0.9535
6UBY_5.pdb,-2541.0869,0.9538
6UBY_50.pdb,-2550.4641,0.9542
6UBY_6.pdb,-2572.6999,0.9529
6UBY_7.pdb,-2593.3557,0.956
6UBY_8.pdb,-2477.96939,0.9555
6UBY_9.pdb,-2447.6899,0.952
