structure,HADDOCK-score,correlation
6AHF_1.pdb,-1934.2301,0.9019
6AHF_10.pdb,-2774.4185,0.8737
6AHF_11.pdb,-2460.8437,0.8736
6AHF_12.pdb,-2937.4844,0.8757
6AHF_13.pdb,-2935.0628,0.8705
6AHF_14.pdb,-1943.6208,0.9019
6AHF_15.pdb,-2601.5459,0.866
6AHF_16.pdb,-2830.9924,0.8767
6AHF_17.pdb,-2469.4047,0.8723
6AHF_18.pdb,-2541.4249,0.8712
6AHF_19.pdb,-2596.9928,0.8856
6AHF_2.pdb,-1924.2487,0.9019
6AHF_20.pdb,-2344.3875,0.8786
6AHF_21.pdb,-2464.6036,0.8768
6AHF_22.pdb,-1919.7676,0.9019
6AHF_23.pdb,-2704.8691,0.8789
6AHF_24.pdb,-2619.8932,0.8813
6AHF_25.pdb,-2485.0519,0.8633
6AHF_26.pdb,-2723.3568,0.8825
6AHF_27.pdb,-2476.5895,0.8711
6AHF_28.pdb,-2636.3968,0.881
6AHF_29.pdb,-2632.6666,0.8803
6AHF_3.pdb,-2495.3283,0.8705
6AHF_30.pdb,-2492.0199,0.8747
6AHF_31.pdb,-2764.5995,0.8685
6AHF_32.pdb,-2653.5076,0.8823
6AHF_33.pdb,-2657.9031,0.8837
6AHF_34.pdb,-2362.7668,0.8716
6AHF_35.pdb,-2612.1584,0.8749
6AHF_36.pdb,-1926.5783,0.9019
6AHF_37.pdb,-2278.3322,0.876
6AHF_38.pdb,-2314.1752,0.8694
6AHF_39.pdb,-2591.9706,0.8713
6AHF_4.pdb,-2560.4227,0.8738
6AHF_40.pdb,-2508.9947,0.8834
6AHF_41.pdb,-1928.3952,0.9019
6AHF_42.pdb,-2602.6962,0.8793
6AHF_43.pdb,-2525.3096,0.8635
6AHF_44.pdb,-2502.3326,0.878
6AHF_45.pdb,-1921.0574,0.9019
6AHF_46.pdb,-2195.5659,0.8668
6AHF_47.pdb,-2522.6856,0.8796
6AHF_48.pdb,-2361.3032,0.8763
6AHF_49.pdb,-2689.7985,0.873
6AHF_5.pdb,-2702.8287,0.8849
6AHF_50.pdb,-2544.8107,0.8771
6AHF_6.pdb,-2738.5681,0.885
6AHF_7.pdb,-2493.3426,0.8716
6AHF_8.pdb,-2413.663,0.8727
6AHF_9.pdb,-2601.8057,0.8767
