structure,HADDOCK-score,correlation
6UC0_1.pdb,-3134.6239,0.9317
6UC0_10.pdb,-3152.19252,0.929
6UC0_11.pdb,-3071.194,0.9321
6UC0_12.pdb,-3226.6789,0.9323
6UC0_13.pdb,-3088.6363,0.9328
6UC0_14.pdb,-3038.20853,0.9323
6UC0_15.pdb,-3231.1686,0.9301
6UC0_16.pdb,-3038.2978,0.9311
6UC0_17.pdb,-2913.9556,0.9237
6UC0_18.pdb,-3168.3258,0.9315
6UC0_19.pdb,-3089.7845,0.9323
6UC0_2.pdb,-3030.5717,0.9318
6UC0_20.pdb,-2881.6532,0.9307
6UC0_21.pdb,-3077.5811,0.9303
6UC0_22.pdb,-3065.29,0.9286
6UC0_23.pdb,-3207.3152,0.9299
6UC0_24.pdb,-3072.6065,0.9333
6UC0_25.pdb,-3111.95683,0.9312
6UC0_26.pdb,-3216.6797,0.929
6UC0_27.pdb,-3167.0952,0.9322
6UC0_28.pdb,-2997.9002,0.931
6UC0_29.pdb,-3122.0649,0.9312
6UC0_3.pdb,-3123.9961,0.9291
6UC0_30.pdb,-3191.6745,0.9301
6UC0_31.pdb,-3134.65839,0.9322
6UC0_32.pdb,-3171.3776,0.9303
6UC0_33.pdb,-3168.0907,0.9296
6UC0_34.pdb,-3097.4026,0.9318
6UC0_35.pdb,-3231.12178,0.9327
6UC0_36.pdb,-3078.7541,0.9334
6UC0_37.pdb,-3203.5169,0.9281
6UC0_38.pdb,-2912.2806,0.9307
6UC0_39.pdb,-3163.4704,0.9307
6UC0_4.pdb,-3092.113,0.9292
6UC0_40.pdb,-3142.64531,0.931
6UC0_41.pdb,-3188.5064,0.9314
6UC0_42.pdb,-3126.9238,0.9303
6UC0_43.pdb,-3259.21783,0.9318
6UC0_44.pdb,-2951.4778,0.9309
6UC0_45.pdb,-2947.2557,0.9288
6UC0_46.pdb,-3289.43597,0.9308
6UC0_47.pdb,-3137.0272,0.9292
6UC0_48.pdb,-2872.8371,0.9312
6UC0_49.pdb,-3097.846,0.9319
6UC0_5.pdb,-3122.9663,0.9314
6UC0_50.pdb,-3111.6646,0.9313
6UC0_6.pdb,-3120.9098,0.9328
6UC0_7.pdb,-3078.38105,0.9317
6UC0_8.pdb,-3030.2112,0.9313
6UC0_9.pdb,-3048.4945,0.9267
